cluster,selected_feature,annotation_result,annotation_warning,cluster.size,source,Alignment.ID,Average.Rt.min.,Average.Mz,Adduct.type,level,Formula,Structure,Total.score,Final.score,Title,MS1.count,MSMS.count,PRECURSORMZ,PRECURSORTYPE,Theoretical.mass,Mass.error,Formula.score,Ontology,InChIKey,SMILES,Links,Chow..1,Chow..2,Chow..3,Chow..4,Chow..5,Chow..6,Chow..7,Chow..8,Chow..9,Chow..10,Chow..11,Chow..12,Chow..13,Chow..14,Chow..15,Chow..16,Chow..17,Chow..18,Chow..19,Chow..20,Chow..21,Blank.1,Blank.2,Blank.3,High.Fat..1,High.Fat..2,High.Fat..3,High.Fat..4,High.Fat..5,High.Fat..6,High.Fat..7,High.Fat..8,High.Fat..9,High.Fat..10,High.Fat..11,High.Fat..12,High.Fat..13,High.Fat..14,High.Fat..15,High.Fat..16,High.Fat..17,High.Fat..18,QC.1,QC.2,QC.3,QC.4,QC.5,QC.6,QC.7,MS.MS.spectrum
21,neg_9990,Simple ID,Other possible annotated peaks for this cluster.,9,neg,9990,14.299,773.57867,[M+HCOO]-,generic,C41H81N2O6P,SM(d18:1/18:1(9Z)),5.3733,5.3733,MGDG O-33:1|MGDG O-18:1_15:0,3,19,773.5787,[M+HCOO]-,728.583224942,0.0027275,2.76,Sphingomyelins,NBEADXWAAWCCDG-QDDWGVBQSA-N,O=C(NC(COP(=O)([O-])OCC[N+](C)(C)C)C(O)C=CCCCCCCCCCCCCC)CCCCCCCC=CCCCCCCCC,"HMDB=HMDB0012101,ChEBI=CHEBI:84487,FooDB=FDB028766,BMDB=BMDB12101,LipidMAPS=LMSP03010029,Urine=HMDB0012101,Saliva=HMDB0012101,CSF=HMDB0012101,Serum=HMDB0012101,BLEXP=BLEXPDB00006443882,COCONUT=CNP0346971",2.5051,2.3929,2.5206,2.7191,2.7606,2.7436,0.0876,0.0917,0.0879,0.1504,0.1542,0.1578,0.2064,0.1961,0.1978,4.8364,4.8662,4.9222,3.8181,3.9629,3.9695,0.1828,0.2169,0.0222,0.2037,0.1949,0.1988,0.1528,0.1545,0.1457,0.0989,0.099,0.0983,0.1029,0.1093,0.1074,0.1343,0.1409,0.1477,0.2061,0.2212,0.2176,0.7882,0.8055,0.8092,0.8349,0.8216,0.8298,0.8121,241.21622:624 241.52087:13 242.35883:16 362.48282:41 452.00269:15 503.36169:100 503.5549:22 503.64471:24 503.83517:26 504.28891:14 504.43768:31 607.45074:34 727.57147:201 728.58124:40 744.2251:11 769.51501:53 773.58673:63 773.64722:29 773.6889:30
22,pos_3486,Simple ID,Other possible annotated peaks for this cluster.,12,pos,3486,3.454,431.35229,[M+H]+,generic,C28H46O3,4alpha-Carboxy-5alpha-cholesta-8-en-3beta-ol,6.5621,6.5621,Unknown,3,8,431.3523,[M+H]+,430.344695332,-0.0003282,3.466,Cholesterols and derivatives,RODBXVVNKJCWQR-KLZNZPMLSA-N,O=C(O)C1C(O)CCC2(C3=C(CCC12)C4CCC(C(C)CCCC(C)C)C4(C)CC3)C,"HMDB=HMDB0012166;HMDB0062386,ChEBI=CHEBI:87055;CHEBI:87293,FooDB=FDB028820;FDB030523,BMDB=BMDB12166,LipidMAPS=LMST01010228,Feces=HMDB0012166,PlantCyc=CPD-8619,COCONUT=CNP0022330",0.4051,0.3833,0.4206,0.2815,0.2853,0.2909,0.6608,0.6497,0.644,0.5543,0.6341,0.5968,0.6972,0.6839,0.6969,0.1937,0.197,0.199,0.1876,0.2097,0.1988,0.0317,0.0326,0.007,0.3306,0.3646,0.33,0.3623,0.3888,0.36,0.4267,0.4239,0.4272,0.3873,0.3844,0.3771,0.6286,0.6509,0.6405,0.7416,0.7326,0.748,0.3919,0.3991,0.4214,0.4039,0.4299,0.4093,0.4259,108.05557:102 137.13065:112 151.07468:512 177.08707:45 311.23126:45 413.33966:34 431.27557:35 431.35251:61
23,neg_13590,Unknown compound,,4,neg,13590,1.93,995.51923,[M+Cl]-,,,,,,,,,,,,,,,,,,0.0467,0.0453,0.0488,0.0871,0.0806,0.0806,0.0044,0,0.0022,4e-4,0.0059,0,0.0015,0,0.0025,0,0,2e-4,0,0,0,0.0046,0.0163,0.0093,0.0012,0.0014,0.001,0.0015,0.0014,0.0011,2e-4,1e-4,1e-4,0,0,4e-4,0,6e-4,6e-4,0,7e-4,0,0.0191,0.0182,0.0181,0.017,0.0187,0.0188,0.0183,82.9169:17 100.80716:15 103.34066:110 103.37048:10 110.3835:15 119.21053:106 133.12804:54 161.18813:13 205.68527:15 246.08475:77 260.59399:79 271.27161:160 271.3288:14 296.35526:20 296.97781:12 299.09589:24 323.98257:273 324.05402:11 337.44531:24 388.03629:15 491.66162:12 506.56949:46 507.31094:125 576.21771:42 645.57025:17 796.12933:58 798.75275:25 803.45215:46 959.54266:886 959.64154:73 960.54688:203 960.70746:30 961.94165:26 977.70081:73 978.49872:21 995.5213:303 995.81323:12
24,neg_10040,Unknown compound,,1,neg,10040,17.414,775.66107,[M-H]-,,,,,,,,,,,,,,,,,,0.0741,0.0599,0.0779,0.0413,0.0433,0.0392,0.0011,0,0.002,0,0,0,0.0037,0.0034,0.0039,0.0225,0.0212,0.0233,0.007,0.009,0.011,0.0658,0.009,0.0131,0.0183,0.0203,0.0185,0.0068,0.0069,0.0088,0,4e-4,0.0012,0.0019,0,4e-4,0.02,0.0183,0.0215,0.0047,0.011,0.0113,0.013,0.013,0.0146,0.0137,0.0147,0.0125,0.0139,54.1302:123 55.04474:33 103.72472:32 104.42993:36 168.69078:11 201.16823:15 232.71225:13 238.68839:31 249.11003:208 253.64375:20 263.64395:11 344.58145:16 346.20731:65 346.43234:13 346.51968:12 346.54886:19 346.63248:51 347.23538:53 349.27161:15 360.40234:27 386.35751:59 389.84259:64 443.51797:10 775.59167:44 775.66321:328 775.73669:92 775.85345:33 775.9212:33
25,neg_10042,Unknown compound,,1,neg,10042,7.718,775.69989,[M-H]-,,,,,,,,,,,,,,,,,,0.0392,0.0438,0.0296,0.0519,0.0655,0.0684,0.13,0.1017,0.1167,0.0997,0.0522,0.045,0.0698,0.0722,0.0703,0.0214,0.0252,0.0262,0.0235,0.0244,0.0193,0.0185,0.0081,0.004,0.0032,0.0014,6e-4,9e-4,0.001,3e-4,6e-4,2e-4,9e-4,3e-4,4e-4,6e-4,6e-4,3e-4,3e-4,6e-4,0.0014,0.0022,0.0389,0.0388,0.0394,0.0366,0.0378,0.038,0.0349,55.75051:72 68.61415:35 113.31399:20 197.68584:46 199.5856:49 248.09714:20 248.30411:26 284.23682:22 293.77655:14 336.54938:114 355.33746:31 378.84937:65 568.45331:31 604.04681:23 633.047:75 639.61621:151 733.19458:25 770.58679:16 775.56335:84 775.70197:716 775.96936:15 776.01105:19 776.06622:21
26,neg_1447,Simple ID,Other possible annotated peaks for this cluster.,14,neg,1447,7.703,383.35321,[M-H]-,generic,C24H48O3,Cerebronic acid,5.7476,5.7476,FA 24:0(2OH),3,13,383.3532,[M-H]-,384.360345396,-0.0001311,3.204,Very long-chain fatty acids,MSUOLNSQHLHDAS-UHFFFAOYNA-N,O=C(O)C(O)CCCCCCCCCCCCCCCCCCCCCC,"HMDB=HMDB0039540,KNApSAcK=C00035013,ChEBI=CHEBI:61302;CHEBI:75935;CHEBI:76036;CHEBI:76723,FooDB=FDB019156;FDB019157,LipidMAPS=LMFA01050080;LMFA01050321,UNPD=UNPD94584,BLEXP=BLEXPDB00000102430,COCONUT=CNP0330198",2.505,2.3779,2.4729,4.0948,4.1043,3.9637,3.6035,3.6523,3.5664,3.0726,1.7685,2.0276,4.5232,4.3707,2.5747,2.6893,2.59,2.7763,1.8955,2.032,2.0459,0.1566,0.1083,0.0502,0.4582,0.4515,0.0647,0.0592,0.1539,0.0839,0.0646,0.0547,0.0624,0.103,0.2079,0.0343,0.0575,0.0192,0.0757,0.1566,0.4009,0.2606,1.8997,1.8166,1.8202,1.7938,1.7306,1.6718,1.6505,119.66484:72 187.72093:31 204.83797:33 291.2377:15 306.89383:17 320.24854:10 337.34821:144 337.53018:17 337.89993:22 338.01562:27 338.35437:103 365.33966:41 383.35437:1002
27,pos_2198,Unknown compound,,126,pos,2198,4.312,358.33231,[M+H]+,,,,,,,,,,,,,,,,,,0.0012,0.0026,0.002,0.0042,0.0055,0.0033,0.1776,0.1842,0.1809,0.3958,0.4048,0.4106,0.1731,0.1734,0.1634,0,0,0,0,0,0,0.0095,0.0088,0.0019,0.0022,0.0043,0.0017,0.0029,9e-4,0.0032,0.0046,4e-4,5e-4,0.0026,0.0011,0.0023,0.0013,0.001,0.001,7e-4,0.0016,8e-4,0.081,0.0874,0.0866,0.0783,0.0828,0.0896,0.0856,55.0533:115 74.05961:254 130.41064:26 266.28726:211 284.29367:132 302.3045:196 340.32043:719 340.86041:33 358.27563:26
28,neg_9982,Simple ID,Other possible annotated peaks for this cluster.,21,neg,9982,10.546,773.53485,[M-H]-,generic,C42H79O10P,"PG(18:2(9Z,12Z)/18:0)",5.5563,5.5563,PG 36:2|PG 18:1_18:1,3,16,773.5349,[M-H]-,774.541085358,-0.0010911,3.102,Phosphatidylglycerols,CZVJBYZXTBYGJR-XAODMQRJSA-N,O=C(OCC(OC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OCC(O)CO)CCCCCCCC=CCC=CCCCCC,"HMDB=HMDB0010647,ChEBI=CHEBI:89353,FooDB=FDB027797,BMDB=BMDB10647,LipidMAPS=LMGP04010876,Serum=HMDB0010647,COCONUT=CNP0147448",8.8662,10.1214,8.7812,2.982,2.9972,2.9399,0.8816,0.8491,0.8536,1.3265,0.7047,0.7462,1.4258,1.4571,1.5465,5.686,6.2549,5.7566,10.4271,10.056,10.0389,0.2373,0.1807,0.1088,0.2339,0.2396,0.2564,0.5833,0.5232,0.5155,0.3374,0.3497,0.3341,0.1802,0.1559,0.1724,0.2383,0.2384,0.2254,0.1197,0.1099,0.1036,4.1693,3.926,3.8251,3.6215,3.4421,3.361,3.3545,60.51075:21 60.76651:17 90.96433:46 161.97438:13 192.19077:128 192.23352:10 281.24698:227 347.41599:11 350.93158:169 409.96564:20 451.72385:20 509.2645:53 534.05481:43 773.24353:42 773.53583:1174 773.89795:56
29,pos_14100,Double ID,Other possible annotated peaks for this cluster.,5,pos,14100,11.167,796.59515,[M+NH4]+,generic,C45H78O10,"1,2-di-(9Z,12Z-octadecadienoyl)-3-(beta-D-galactosyl)-sn-glycerol",5.2171,5.2171,MGDG 36:4|MGDG 18:2_18:2,3,17,796.5952,[M+NH4]+,778.559498696,-0.0018758,2.902,"1,2-diacyl-3-O-beta-D-galactosyl-sn-glycerols",BROOMPUVDPTGEG-RHNBIRJRSA-N,O=C(OCC(OC(=O)CCCCCCCC=CCC=CCCCCC)COC1OC(CO)C(O)C(O)C1O)CCCCCCCC=CCC=CCCCCC,"ChEBI=CHEBI:90506,FooDB=FDB030222,LipidMAPS=LMGL05010023,PubChem=90657255,UNPD=UNPD102897,COCONUT=CNP0214458",0.2859,0.289,0.3024,0.2092,0.1977,0.1987,0.1694,0.1663,0.1684,0.067,0.0654,0.0652,0.2304,0.2226,0.2196,0.2446,0.253,0.2565,0.2333,0.2336,0.2324,0.0021,0.004,0.0127,0.0113,0.0148,0.0068,0.0016,0.0023,0.0075,0.0026,0.0074,0.004,0.0039,0.0022,0.0031,0.0049,0.0041,0.0111,0.0102,0.0133,0.0077,0.1429,0.1372,0.1485,0.1393,0.1413,0.1382,0.1433,69.06869:63 165.16168:44 184.14066:32 233.15627:23 233.17218:12 261.25992:166 263.23489:109 335.58954:44 337.27414:635 338.27936:115 339.28244:21 463.33823:43 525.4693:120 599.5058:196 617.50806:151 617.7276:12 796.61243:41
30,neg_1005,Simple ID,,1,neg,1005,3.855,341.26974,[M-H]-,generic,C20H38O4,icosanedioic acid,5.8854,5.8854,Unknown,3,3,341.2697,[M-H]-,342.277009696,3.32e-05,3.388,Long-chain fatty acids,JJOJFIHJIRWASH-UHFFFAOYSA-N,O=C(O)CCCCCCCCCCCCCCCCCCC(=O)O,"ChEBI=CHEBI:73728,LipidMAPS=LMFA01170035,UNPD=UNPD51970,BLEXP=BLEXPDB00000075502,NPA=NPA005165,COCONUT=CNP0257504",0.0051,0.0052,0.006,0.0077,0.0064,0.0071,0.0091,9e-4,0.0027,0.0066,0.0048,0.0092,0.0058,0.0043,0.0042,0.0027,0.003,0.0034,0.0028,0.0014,0.0032,0.2021,0.1393,0.1354,0.0477,0.0519,0.0501,0.1232,0.1397,0.1319,0.1362,0.1412,0.1362,0.1436,0.1421,0.1294,0.1259,0.1255,0.1335,0.1098,0.1091,0.1186,0.0403,0.0379,0.0435,0.0402,0.0405,0.0378,0.0416,148.64124:13 341.26892:196 341.74405:70
31,neg_10054,Simple ID,,1,neg,10054,13.37,776.55975,[M-H]-,generic,C45H80NO7P,"PE(22:5(7Z,10Z,13Z,16Z,19Z)/P-18:0)",5.2544,5.2544,Unknown,3,18,776.5598,[M-H]-,777.56724053,0.0001641,3.252,Glycerophosphoethanolamines,DHZUMZVZAZYQIW-MVCMTJSTSA-N,O=C(OCC(OC=CCCCCCCCCCCCCCCCC)COP(=O)(O)OCCN)CCCCCC=CCC=CCC=CCC=CCC=CCC,"HMDB=HMDB0009676,FooDB=FDB026866,BMDB=BMDB09676,COCONUT=CNP0045020",0.0986,0.0991,0.1474,0.2154,0.2044,0.2084,0.1589,0.1638,0.1647,0.1521,0.1634,0.1598,0.1099,0.114,0.1153,0.1679,0.1567,0.1552,0.3988,0.3579,0.3694,0.0688,0.0198,0.0616,0.0632,0.0681,0.0672,0.1305,0.1422,0.136,0.1937,0.1871,0.1909,0.1672,0.1752,0.1725,0.0499,0.0489,0.0521,0.0265,0.0198,0.0285,0.1383,0.1432,0.1343,0.1385,0.1334,0.1305,0.1366,185.63995:12 226.00606:24 283.24319:104 283.3204:11 284.24683:58 327.22797:71 337.0322:40 405.27792:58 480.84839:11 547.91608:17 559.57513:25 743.26715:72 771.41382:22 771.59851:18 771.82062:17 776.5564:652 776.745:24 776.94824:58
32,pos_2026,Simple ID,Other possible annotated peaks for this cluster.,50,pos,2026,13.181,348.31107,[M+NH4]+,generic,C19H38O4,MG(16:0/0:0/0:0),8.0382,8.0382,MG 16:0,3,1,348.3111,[M+NH4]+,330.277009696,-0.0002648,4.009,1-monoacylglycerols,QHZLMUACJMDIAE-SFHVURJKSA-N,O=C(OCC(O)CO)CCCCCCCCCCCCCCC,"HMDB=HMDB0011564;HMDB0031074,KNApSAcK=C00042063,ChEBI=CHEBI:75542;CHEBI:64757;CHEBI:69081;CHEBI:75811,YMDB=YMDB02313,FooDB=FDB003076;FDB005728,BMDB=BMDB11564,LipidMAPS=LMGL01010001;LMGL01010009,Feces=HMDB0031074,UNPD=UNPD194139;UNPD25833,BLEXP=BLEXPDB00000014900,COCONUT=CNP0138044",0.2059,0.2055,0.2184,0.0676,0.0673,0.0646,0.0168,0.0168,0.0179,0.0143,0.0177,0.0159,0.0286,0.0277,0.0236,0.1569,0.1622,0.164,0.2041,0.2178,0.217,0.0085,0.0028,0.005,0.0225,0.0295,0.024,0.0073,0.0086,0.0077,0.0056,0.0079,0.0059,0.0078,0.0076,0.0085,0.0365,0.0329,0.0347,0.0466,0.0489,0.0432,0.0715,0.0668,0.0782,0.0807,0.0758,0.0817,0.0799,313.2735:43
33,neg_10056,Simple ID,,1,neg,10056,10.994,776.58063,[M-H]-,generic,C42H84NO9P,PS(O-20:0/16:0),4.0033,4.0033,Unknown,3,27,776.5806,[M-H]-,777.588369898,0.0004934,1.976,"1-alkyl,2-acyl-glycerol-3-phosphoserines",BSYSTFKERYSAHH-GJYFHTIUNA-N,O=C(OC(COCCCCCCCCCCCCCCCCCCCC)COP(=O)(O)OCC(N)C(=O)O)CCCCCCCCCCCCCCC,LipidMAPS=LMGP03020070,0.0958,0.1266,0.0963,0.0538,0.0208,0.0462,0.0225,0.0217,0.0207,0.0206,0.0141,0.0131,0.0333,0.037,0.0264,0.0962,0.0981,0.0807,0,0,0,0.0409,0.0222,0,0.0104,0.0158,0.021,0,0,0,0,0,0,0,0.0012,0,0,0.0196,0.0199,0.0297,0.0303,0.035,0.0224,0.0352,0.011,0.0179,0.0348,0.0257,0.0296,55.1085:16 63.2649:14 85.7516:55 125.08987:30 166.41879:15 178.89444:31 256.23846:45 311.2258:11 346.69672:110 346.72391:14 401.53735:61 504.35712:11 521.33417:11 621.60382:34 632.37592:134 663.26709:17 716.52045:543 716.92529:15 717.26813:11 717.51276:218 717.57782:18 718.01459:37 718.09967:15 730.57135:42 731.85016:13 776.46161:96 776.54706:409
34,neg_9989,Simple ID,,2,neg,9989,14.531,773.57861,[M+HCOO]-,generic,C41H81N2O6P,SM(d18:1/18:1(11Z)),4.6469,4.6469,MGDG O-33:1|MGDG O-18:1_15:0,3,36,773.5786,[M+HCOO]-,728.583224942,0.0028275,2.708,Phosphosphingolipids,FZMKZVXNTLAHFD-RTEXEOPXSA-N,O=C(NC(COP(=O)([O-])OCC[N+](C)(C)C)C(O)C=CCCCCCCCCCCCCC)CCCCCCCCCC=CCCCCCC,"HMDB=HMDB0012100,ChEBI=CHEBI:86086,FooDB=FDB028765,BMDB=BMDB12100,Urine=HMDB0012100,CSF=HMDB0012100,Serum=HMDB0012100,COCONUT=CNP0284414",2.0236,1.906,1.9774,2.7094,2.6657,2.6283,0.333,0.3352,0.3367,0.5002,0.5282,0.5176,0.6892,0.6991,0.692,4.6079,4.5316,4.6874,2.2442,2.2482,2.2868,0.2618,0.1626,0.0896,0.0445,0.0514,0.048,0.0214,0.0394,0.0238,0.0287,0.0262,0.0277,0.0274,0.033,0.0327,0.0432,0.0425,0.0454,0.0718,0.0624,0.066,0.825,0.833,0.825,0.8549,0.8187,0.8463,0.8459,58.6571:27 59.01389:98 86.16653:20 89.68612:54 101.51324:58 241.21576:322 255.23544:38 255.92395:24 256.77029:29 269.87656:20 399.40112:13 401.2897:47 476.384:32 476.41437:13 489.33759:83 490.32602:125 500.19107:22 503.35229:114 503.40451:12 504.36139:65 529.50867:73 529.54059:13 636.90405:15 645.54004:21 662.40936:43 721.78326:41 727.57043:574 727.67535:47 727.81647:35 727.97675:14 728.30566:19 728.41809:21 728.57581:59 728.68018:34 728.9624:16 773.5625:175
35,pos_9652,Unknown compound,,42,pos,9652,16.75,664.62518,[M+H]+,,,,,,,,,,,,,,,,,,0.0254,0.0207,0.0257,0.019,0.0212,0.0175,0.0151,0.0139,0.0128,0.0164,0.0157,0.016,0.0156,0.0148,0.0158,0.0228,0.0215,0.0253,0.0158,0.0174,0.0164,0.0042,5e-4,0.0077,0.9608,0.7777,0.9557,0.8198,0.8496,0.8417,0.9658,0.9467,0.9378,0.7996,0.7525,0.7318,0.9824,0.9348,0.9504,1.533,1.5068,1.454,0.2066,0.2155,0.2185,0.2233,0.2186,0.2217,0.2394,281.24664:60 582.52045:50 646.61151:33 646.66418:26 664.62622:880 665.02856:27
36,neg_547,Simple ID,Other possible annotated peaks for this cluster.,75,neg,547,3.202,277.21738,[M-H]-,generic,C18H30O2,Alpha-Linolenic acid,6.6726,6.6726,FA 18:3,3,4,277.2174,[M-H]-,278.2245802,-9.63e-05,3.565,Lineolic acids and derivatives,DTOSIQBPPRVQHS-PDBXOOCHSA-N,O=C(O)CCCCCCCC=CCC=CCC=CCC,"HMDB=HMDB0001388;HMDB0030964,ChEBI=CHEBI:27432;CHEBI:32387;CHEBI:92583,DrugBank=DB00132,SMPDB=PW_C001073,T3DB=T3D4812,FooDB=FDB002947;FDB012462;FDB031277,NANPDB=NANPDB_4238;NANPDB_4832;NANPDB_5316,BMDB=BMDB01388,LipidMAPS=LMFA01030152;LMFA01030153;LMFA01030348;LMFA01030349;LMFA01030350;LMFA01030351;LMFA01030352;LMFA01030353,Urine=HMDB0001388,Saliva=HMDB0001388,Feces=HMDB0001388,ECMDB=ECMDB01388,Serum=HMDB0001388,PubChem=5461005;5280934,PlantCyc=LINOLENIC_ACID,UNPD=UNPD14564;UNPD61555;UNPD213805;UNPD217429,BLEXP=BLEXPDB00000000860,COCONUT=CNP0149780",2.0133,2.152,1.9956,2.8617,2.6081,2.588,1.6872,1.726,1.7386,0.6306,0.6769,0.6521,1.2745,1.2346,1.2378,1.0129,0.984,1.0061,0.7846,0.8338,0.8147,0.2082,0.4689,0.3384,0.3077,0.3243,0.3148,0.4267,0.4612,0.4409,1.1458,1.2083,1.2025,1.0398,1.0742,1.1385,0.351,0.3646,0.3802,0.1476,0.1758,0.1838,1.0518,1.0197,1.1086,1.1131,1.0585,1.0765,1.1211,54.3445:13 216.62305:30 277.21738:849 277.66254:10
37,neg_10061,Unknown compound,,1,neg,10061,15.49,776.60352,[M-H]-,,,,,,,,,,,,,,,,,,0.0213,0.0179,0.0204,0.0159,0.016,0.0166,0.0524,0.0535,0.0507,0.0236,0.0262,0.0238,0.0468,0.0467,0.0499,0.019,0.0192,0.0227,0.0072,0.019,0.0202,0.0537,0,0.0104,0.0114,0.0154,0.0099,0.0046,0.0039,0.0053,0.0072,0.0084,0.0039,0.0103,0.0084,0.0061,0.0032,0.0063,0.0059,0.0061,0.0098,0.0062,0.0188,0.017,0.0159,0.0168,0.0177,0.0171,0.0162,51.17618:14 68.99512:403 69.02332:12 89.95397:13 90.05164:34 90.06483:11 99.43668:43 100.57671:13 102.39036:33 112.47818:11 112.98525:342 113.35722:16 113.38303:28 119.15038:25 135.20047:12 186.02968:12 186.67461:20 211.38167:70 221.83511:46 221.85051:17 243.33348:65 277.74942:14 294.00244:65 328.18274:15 368.08197:53 394.56757:59 396.27444:16 406.72574:48 448.76111:55 517.80981:75 517.88037:13 523.22229:33 538.02924:66 647.32037:42 652.80139:30 694.83862:28 701.93036:46 765.57617:51 774.47821:40
38,neg_8237,Simple ID,Other possible annotated peaks for this cluster.,4,neg,8237,19.515,708.65155,[M+FA-H]-,generic,C43H85NO3,Ceramide (d18:1/25:0),5.4896,5.4896,Unknown,3,15,708.6516,[M+FA-H]-,663.65294558,-0.0004519,2.871,Secondary alcohols,QHPYSHVSWAOLHS-PVNBSDFKSA-N,O=C(NC(CO)C(O)C=CCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCCCCCCCC,"HMDB=HMDB0004957,ChEBI=CHEBI:134548,FooDB=FDB023544,BMDB=BMDB04957,LipidMAPS=LMSP02010013,Feces=HMDB0004957,Serum=HMDB0004957,PubChem=9547202,BLEXP=BLEXPDB00009547202,COCONUT=CNP0213439",0.0042,0.005,0.0101,0.0144,0.0148,0.0069,0.0036,0.0044,0.0032,0.0024,0.0039,0.0061,0.0058,0.0025,0.0043,0.0042,0.0036,0.0047,0.0083,0.0025,0.0041,0.0189,0.0699,0.0369,0.0942,0.1355,0.1421,0.1461,0.6817,0.1823,0.2145,0.1766,0.2168,0.2409,0.206,0.221,0.127,0.181,0.1911,0.2825,0.2623,0.3102,0.0263,0.0576,0.0352,0.0512,0.0456,0.061,0.0535,189.63062:27 223.1105:12 255.69098:26 287.59656:48 406.39856:74 408.2644:10 412.92963:110 596.39362:77 662.64392:537 663.1958:27 663.40295:74 663.47455:17 663.65186:78 664.71631:18 665.53522:10
39,pos_10362,Double ID,Other possible annotated peaks for this cluster.,6,pos,10362,18.896,686.64203,[M+Na]+,generic,C43H85NO3,Ceramide (d18:1/25:0),5.8335,5.8335,Unknown,3,4,686.642,[M+Na]+,663.65294558,0.0001663,2.786,Secondary alcohols,QHPYSHVSWAOLHS-PVNBSDFKSA-N,O=C(NC(CO)C(O)C=CCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCCCCCCCC,"HMDB=HMDB0004957,ChEBI=CHEBI:134548,FooDB=FDB023544,BMDB=BMDB04957,LipidMAPS=LMSP02010013,Feces=HMDB0004957,Serum=HMDB0004957,PubChem=9547202,BLEXP=BLEXPDB00009547202,COCONUT=CNP0213439",0.0026,0.0021,0.0036,0.0021,0.0014,0.0012,0.0017,1e-4,0.0016,0.0014,4e-4,4e-4,0.0022,0.0038,0.0023,0.0034,0.014,0.0038,0.0027,0.0036,0.0029,0.0099,0.0139,0.0203,0.0096,0.0485,0.0102,0.0052,0.0026,0.0043,0.0035,0.002,0.0015,0.0055,0.002,0.0029,0.0089,0.0042,0.0026,0.0144,0.0034,0.0037,0.0055,0.0013,0.0029,0.0057,0.0021,0.0033,0.0012,686.48328:21 686.54413:88 686.63806:339 686.79071:22
40,neg_11099,Unknown compound,,7,neg,11099,18.769,822.62732,[M+FA-H]-,,,,,,,,,,,,,,,,,,0.0088,0.0163,0.0065,0.0099,0.01,0.0101,0.0218,0.0186,0.0223,0.0215,0.0146,0.0164,0.0211,0.0212,0.0175,0.0205,0.028,0.0194,0.013,0.0184,0.0157,0.0997,0.1201,0.0964,0.0334,0.0365,0.0472,0.016,0.0064,0.0164,0.0081,0.0133,0.0154,0.026,0.0286,0.0304,0.0267,0.0349,0.0253,0.029,0.0247,0.0172,0.0206,0.0194,0.018,0.0171,0.0148,0.0135,0.0133,51.71754:21 100.93245:496 102.10934:18 113.39427:22 135.28577:14 149.09084:25 158.9727:46 159.40143:20 185.36272:88 222.21613:26 227.1991:12 232.34096:11 279.2301:107 323.79739:35 420.62509:38 435.35373:20 442.94876:50 571.79053:33 572.56226:16 584.0144:32 743.17261:12 772.08148:34 777.63495:32 783.00372:17
41,neg_10066,Unknown compound,,1,neg,10066,20.126,776.7124,[M-H]-,,,,,,,,,,,,,,,,,,0.0124,0.0111,0.0154,0.0014,0.0029,0.0028,0.0015,8e-4,3e-4,6e-4,3e-4,3e-4,6e-4,0.001,0,0.026,0.0211,0.0244,0.044,0.0289,0.0317,0.0098,0,0,0,0.0026,8e-4,9e-4,8e-4,5e-4,3e-4,0,0,2e-4,0,0.0017,0.0035,0.0022,0.0048,0,8e-4,8e-4,0.0028,0.0046,0.0046,0.0035,0.0046,0.0036,0.0035,56.48159:27 63.34426:10 83.46831:22 90.21637:25 95.17993:257 113.98792:121 138.64958:13 148.10022:111 162.7908:44 162.92599:21 182.98004:24 184.09656:21 188.55124:102 206.92476:13 226.40385:13 239.30701:93 261.25653:206 268.43289:33 283.76898:91 286.6254:25 288.16913:117 301.67252:56 308.16824:11 315.28705:45 397.51218:77 400.44785:12 404.06921:32 408.60938:31 446.05231:14 474.37689:18 552.35748:40 554.12091:168 557.88342:34 570.80206:121 585.67523:197 590.026:22 608.74829:43 629.97064:30 686.42767:13 694.25317:47 732.19843:33 765.21936:55
42,pos_10179,Double ID,,24,pos,10179,19.982,680.69208,[M+H]+,generic,C44H89NO3,Cer(d18:0/26:0),5.9652,5.9652,Cer 44:0;O2|Cer 18:0;O2/26:0,3,11,680.6921,[M+H]+,679.684245708,-0.0005778,3.095,Ceramides,NWERZHCPHDHUMO-WZYYJWNZSA-N,O=C(NC(CO)C(O)CCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCCCCCCCCC,"HMDB=HMDB0011771,ChEBI=CHEBI:52962,YMDB=YMDB00621,FooDB=FDB028441,BMDB=BMDB11771,LipidMAPS=LMSP02020014,Serum=HMDB0011771,PubChem=644245,COCONUT=CNP0083408",0.2115,0.2991,0.1685,0.1102,0.1069,0.0931,0.0136,0.0047,0.0515,0.0223,1e-4,0.0167,0.0026,0.026,0.0025,0.89,0.5164,0.9644,1.0448,0.9222,0.9854,0.0591,0.0506,0.0426,0.2745,0.1416,0.2142,0.1073,0.1017,0.1099,0.1029,0.1034,0.1028,0.1586,0.1533,0.1607,0.5098,0.5072,0.5158,0.3894,0.3782,0.3703,0.3133,0.3013,0.2764,0.2793,0.276,0.2484,0.29,57.06877:147 57.08518:10 81.06995:109 266.2836:188 266.34299:11 284.29373:169 312.32559:101 330.34232:26 495.63666:16 662.68457:359 663.68347:54
