Sample,CZ.1,CZ.2,CZ.3,CL1.1,CL1.2,CL1.3
neg_11276_,0.0342,0.0449,0.0706,0.2459,0.2048,0.2182
pos_8891_Citroside A,0.0763,0.1329,0.2704,0.0658,0.0477,0.0526
neg_11283_inerminoside A,0.0326,0.0381,0.0228,0.0584,0.0531,0.0461
neg_7865_Asticolorin B,0.0157,0.011,9.00E-04,0.0094,0.0238,0.0065
neg_11291_UNPD44924,0.3553,0.2137,0.2843,0.0286,0.0428,0.0311
neg_1130_,0.0112,0.0155,0.0094,0.0132,0.0084,0.0158
neg_11302_Soyacerebroside I,0.021,0.0562,0.0803,0.0237,0.0155,0.0144
pos_17949_Soyacerebroside I,5.0123,9.5502,8.3557,3.6621,5.0049,6.0034
pos_2217_Eudesmic acid,0.359,0.1496,0.1953,0.0818,0.093,0.0551
neg_11317_Lappaol F;(+)-Lappaol F,0.3324,0.2586,0.2825,0.119,0.0767,0.0768
pos_17618_Gingerglycolipid B,0.0763,0.0533,0.0658,0.2162,0.1779,0.2183
neg_3433_Corchorifatty acid F,22.2425,18.261,17.8617,13.7373,12.0942,13.7957
neg_11347_UNPD212966,0.0319,0.0365,0.0972,0.0202,0.0327,0.0055
neg_5562_bhas#32,0.0435,0.0292,0.0582,0.0231,0.0305,0.0287
neg_11403_,0.2192,0.4636,0.136,0.0101,0.0039,0.007
neg_11858_citrusoside B,0.0038,0.0076,0.0133,0.0861,0.0854,0.0557
neg_11429_,0.065,0.1076,0.0632,0.1387,0.0599,0.1089
neg_11450_Naphthomycin L,0.0069,0.0069,0,0.02,0.0065,0.006
neg_11464_Fasciculol E,0.0019,0.0064,0.0097,0.0711,0.0719,0.0155
neg_11469_,0.0038,0.0036,0.0034,0.01,0.0046,0.0051
"neg_11471_2'',3''-Di-O-p-coumaroylafzelin",0.0315,0.0248,0.0163,0.0798,0.1032,0.0521
neg_11478_UNPD199947,0.0048,7.00E-04,0.0084,0.0108,0.0061,0.0124
neg_1149_{[(2E)-3-phenylprop-2-en-1-yl]oxy}sulfonic acid,0.0208,0.0274,0.0059,0,8.00E-04,6.00E-04
neg_11571_14beta-Benzoyloxy-13-deacetylbaccatin IV;(+)-14beta-Benzoyloxy-13-deacetylbaccatin IV,0.0091,0.011,0.0026,0.1116,0.0767,0.1152
neg_11511_Gingerglycolipid C,0.1403,0.1494,0.1283,0.2884,0.23,0.2696
pos_2467_,0.2326,0.2011,0.4406,0.0076,0.0089,0.0088
pos_8594_Cladoquinazoline,2.0598,2.5341,2.0273,3.2727,3.4753,2.5599
neg_14358_,0.0026,0.0023,0.0047,0.006,0.011,0.0104
"neg_11532_2-(2-{2,4-dihydroxy-6-[(4-hydroxyphenyl)methoxy]phenyl}-2-oxoethoxy)-5-hydroxy-3-{[3-(4-hydroxyphenyl)prop-2-enoyl]oxy}-6-methyloxan-4-yl 3-(4-hydroxyphenyl)prop-2-enoate",0.0031,0.0036,0,0.002,0.0034,0.0017
neg_11537_,0.0066,0.0063,0.0363,0.0687,0.0751,0.0322
"pos_17273_6-{4-[3-(3,7-dimethylocta-2,6-dien-1-yl)-5,7-dihydroxy-6-(4-hydroxy-3-methylbut-2-en-1-yl)-4-oxo-4H-chromen-2-yl]-3-hydroxyphenoxy}-3,4,5-trihydroxyoxane-2-carboxylic acid",9.00E-04,0.0072,0.0079,0.0108,0.0129,0.0069
neg_11539_UNPD230159,0.0239,0.0219,0.041,0.044,0.0443,0.0249
neg_755_Norecasantalic acid,0.0416,0.038,0.044,0.0093,0.0065,0.0107
pos_18610_Kansuinin H;(+)-Kansuinin H,0.028,0.0287,0.0196,0.0438,0.1042,0.0182
neg_1639_Pandangolide 1a;(-)-Pandangolide 1a,0.2206,0.2854,0.3771,0.1951,0.1953,0.2443
neg_11542_,0.1164,0.0335,0.0087,0.0046,0.0016,0.0037
"neg_1157_(E)-2-(2,4-Hexadiynylidene)-1,6-dioxaspiro[4.5]dec-3-ene",0.0151,0.0103,0.0095,0.0651,0.0268,0.0218
"neg_11570_[3-(2-hydroxyphenyl)-5-phenyl-3,4-dihydropyrazol-2-yl]-phenylmethanone",0.0081,0.0057,0.0122,0.0218,0.0394,0.0176
"neg_11810_2-{3,4-dihydroxy-5-[2-(pyridin-3-yl)ethoxy]phenyl}-6-[17-hydroxy-7-(N'-methylcarbamimidamido)-2-oxa-9,10-dithiatricyclo[12.3.1.1?,?]nonadeca-1(18),14,16-trien-12-yl]oxan-4-yl acetate",0.0065,0.0224,0.0163,0.0449,0.042,0.0472
neg_11592_UNPD176521,0.0085,0.0106,0.0138,0.0524,0.0297,0.08
neg_4238_N-{4-hydroxy-4-methyl-2-phenyl-1-[(pyrimidin-5-yl)methyl]piperidin-3-yl}cyclopropanecarboxamide,0.0853,0.0849,0.2216,37.1633,30.5548,25.4921
neg_8710_1-Palmitoylglycerophosphoinositol,2.4043,2.3486,0.3932,1.0254,1.5362,0.7766
neg_2759_UNPD106304,0.0123,0.008,0.0066,0.0167,0.0154,0.0182
neg_1168_Citeodiol,0.2356,0.171,0.3301,0.194,0.1854,0.0929
neg_1169_(+)-Hexylitaconic acid,0.0116,0.0036,0.0168,0.0242,0.011,0.0191
"neg_4351_(6aR,11aS,11bR)-10-acetyl-11-hydroxy-7,7-dimethyl-2,6,6a,7,11a,11b-hexahydro-9H-pyrrolo[1',2':2,3]isoindolo[4,5,6-cd]indol-9-one",0.0272,0.035,0.0276,0.0391,0.0134,0.1438
neg_11711_Leucomentin 5,0.0068,0.0119,0.0048,0.0028,0.0081,0.0032
neg_11712_Paulomycin D,0.0132,0.0148,0.009,0.0164,0.0155,0.01
neg_11714_UNPD175560,0.0048,0.0086,0.0023,0.1029,0.1089,0.0576
neg_8872_Isoannonacin A,0.1968,0.3842,1.2982,0.2691,0.1337,0.1138
neg_11754_PS(18:1(9Z)/15:0),0.2258,0.3172,0.3293,0.0357,0.1236,0.1394
neg_1176_Propenoylcarnitine,0.0136,0.0262,0.0087,0.0572,0.0215,0.0966
neg_11786_,0.004,0.0022,9.00E-04,0.0055,0.0018,0.0015
"neg_11798_1-(4-hydroxy-4-{3-[2-(3-hydroxyphenyl)cyclopentyl]-3-methyloxiran-2-yl}butan-2-yl)-8-{3-hydroxy-5-[(methylamino)methyl]phenyl}-3a,3b,6,6,9a-pentamethyl-2H,3H,3aH,3bH,4H,5H,5aH,6H,7H,8H,9H,9aH,9bH,10H,11H-cyclopenta[a]phenanthrene-2,7-dione",0,0.0032,0.0027,0.1037,0.0373,0.1566
neg_1377_(4-ethenyl-2-methoxyphenyl)oxidanesulfonic acid,0.0671,0.0627,0.058,0.001,0.0033,0.0018
neg_1188_Undecanedioic acid,0.5773,0.3651,0.3398,0.3495,0.2741,0.284
neg_11807_,0.0401,0.0303,0.0311,0.1106,0.1001,0.04
neg_11815_UNPD83066,0.0155,0.0265,0.0381,0.0032,0.0091,0.0032
neg_11816_UNPD83066,0.0182,0.0329,0.0283,0.0036,0.0028,0.0043
neg_11820_UNPD88261,0.0017,0.0027,0.0105,0.0041,0.0036,0.0055
neg_1183_Ethyl 2-phenyl-3-furancarboxylate,0.1695,0.1171,0.0236,0.1729,0.1221,0.1075
pos_18305_citrusoside B,0.0027,0.0026,0.0048,0.0108,0.0167,0.0049
neg_11859_,9.00E-04,0.0018,0.0133,0.1417,0.1785,0.0585
neg_11879_Pseudrelone B,0.0445,0.0496,0.0734,0.1681,0.1487,0.1194
neg_11881_Pseudrelone B,0.0177,0.0064,0.0373,0.1433,0.1211,0.1067
pos_18747_Rhusemialin B;(-)-Rhusemialin B,0.0071,0.0045,0.0151,0.0559,0.0509,0.0316
"neg_11896_2'',3''-Di-O-p-coumaroylafzelin",0.0549,0.0494,0.0036,0.0665,0.077,0.0462
neg_11897_,0.0133,0.0031,0.0066,0.0195,0.0233,0.0116
neg_1190_Undecanedioic acid,0.0065,0.0124,0.0087,0.0799,0.0623,0.0625
neg_11901_Mono(glucosyluronic acid)bilirubin,0.0117,0.0102,0.0165,0.0616,0.0708,0.0462
neg_12080_Spinosin 6'''-(E)-ferulate,0.0078,0.0048,0.0081,0.0143,0.0093,0.0074
pos_7985_T2 Triol,0.0069,0.0066,0.0085,0.5983,0.5116,0.4955
pos_18764_Momordin I,0.0662,0.0419,0.0253,0.365,0.4525,0.5312
neg_11946_UNPD85969,0,0.0036,0.0131,0.0037,0.0023,0.0016
neg_11949_UNPD12019,0.0077,5.00E-04,0.0078,0.0039,0.0029,0.0071
neg_11957_Scrophuloside A8;(-)-Scrophuloside A8,0.0048,0.0063,0.0032,0.0016,0.0153,0.0035
neg_11970_4-[2-({2-[(2-ethylnaphthalen-1-yl)methyl]-4-hydroxy-3-methoxyphenyl}methyl)-3-hydroxy-6-[(4-hydroxy-3-methoxyphenyl)methyl]-5-oxo-7-(2-pentyl-2H-pyrrol-2-ylium-4-yl)heptyl]-3H-pyrrol-3-ide,0,0,0.0024,5.00E-04,0.005,0.0026
neg_11982_Leonoside A,0.0058,0.0113,0.0068,0.0031,0.0036,0.0055
neg_11983_Leonoside A,0.0053,0.0023,0.0068,0.0049,0.0062,0.0042
neg_1327_Genipin,0.0046,0.0061,0.0075,0.0162,0.0114,0.0115
"neg_4983_3-{[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxy}-5,7-dihydroxy-2-(3-hydroxyphenyl)-3,4-dihydro-2H-1-benzopyran-4-one",0.0296,0.031,0.0268,0.1696,0.0696,0.1059
neg_12024_Catechin 5-O-(2-feruloyl-6-p-coumaroyl-beta-D-glucopyranoside),0.0068,0.0079,0.0054,0.0207,0.0237,0.0043
pos_18869_Newbouldioside A;(-)-Newbouldioside A,0.0042,0.0011,0.0077,0.0023,0.0036,0.0049
neg_12037_UNPD215181,0.0143,0.0243,0.0104,0.0177,0.0102,0.0121
neg_1205_Tyrosol 4-sulfate,0.023,0.0255,0.0113,0.004,0.0024,0.0043
"neg_12050_3-(2,2-diamino-1-{6-[14',15'-dimethoxy-3'-({1H,5H-pyrrolo[3,4-b]pyrrol-5-yl}methyl)-8',17'-dioxaspiro[cyclohexane-1,9'-tetracyclo[8.7.0.0?,?.0??,??]heptadecane]-2',4',6',11'(16'),12',14'-hexaeneoxy]-3,4,5-trihydroxyoxan-2-yl}ethoxy)-3-oxopropanoic acid",0.0102,0.0077,0.0114,0.0534,0.0512,0.0581
neg_12063_Hydropiperoside,0.0068,0.0075,0.0357,0.0226,0.0286,0.0076
"neg_1464_Germacrone 4,5-epoxide",0.0126,0.0079,0.0207,0.2877,0.2502,0.2934
neg_12432_Spinosin 6'''-(E)-ferulate,0.0075,0.0023,0.0053,0.0036,0,0.003
"neg_12093_4-(azaniumylmethyl)-5-(7-cyclohexyl-2-{2-[3-(hydroxymethyl)phenyl]ethyl}hept-4-en-1-yl)-8-{3-[(3-hydroxyphenyl)methyl]-1-phenylcyclohexyl}-1,4,4a,5,8,8a-hexahydronaphthalene-1-carboxylate",0.0869,0.0533,0.0781,1.9098,0.9651,2.2972
neg_12099_CNP0430067,0.0061,0.003,0.0034,0.0118,0.0038,0.006
neg_12117_UNPD87845,0.0117,0.0119,0.0046,0.023,0.0278,0.0103
neg_12123_Moromycin A;(+)-Moromycin A,0.0051,0,0.0107,0.0273,0.0186,0.008
neg_12139_,0.0093,0.0091,0.0164,0.0337,0.0324,0.0338
neg_12140_CNP0447317,0.0095,0.0087,0.0055,0.0628,0.0526,0.0294
neg_12142_CNP0447317,0.0169,0.0102,0.0148,0.1,0.0653,0.0842
neg_12149_UNPD47607,0.0073,0.0094,0.0083,0.0085,0.0021,0
pos_19046_guyonianin F,0.003,0.0062,0.0042,0.0592,0.0465,0.0566
neg_1690_Prenyl glucoside,0.1295,0.1096,0.0872,0.1836,0.1313,0.1969
neg_1219_UNPD3752,0.0096,0.0078,0.003,0.0777,0.0535,0.2453
neg_12231_,0.0052,0.0067,0.0157,0.0062,0.0103,4.00E-04
neg_12249_UNPD182583,0.0342,0.0221,0.006,0.0707,0.0449,0.0462
neg_12251_UNPD198616,0,0,0.0067,0.0021,0.0031,0.0023
neg_1226_Nigellimine N-oxide,0.0256,0.0234,0.017,0.0382,0.1156,0.0453
neg_12262_6'''-O-Sinapoylsaponarin,0.1245,0.0356,0.1522,0.0026,0,0.0013
pos_2387_ethyl 6-amino-3-methyl-1-benzofuran-2-carboxylate,0.009,0.0095,0.0058,0.0136,0.0188,0.017
neg_12270_Swietenitin A;(-)-Swietenitin A,0.0058,0.0024,0.0058,0.0515,0.0884,0.0254
neg_123_Caproic acid,0.292,0.3165,0.3099,0.0805,0.0571,0.0722
neg_12303_UNPD14492,0.0085,0.0037,0.0072,0.0258,0.0127,0.0305
neg_12304_nanaomycin h,0.0353,0.0378,0.0265,0.0359,0.0297,0.0281
neg_494_2-Isopropylmalic acid,0.0076,0.0112,0.0124,0.0096,0.006,0.0084
neg_12311_UNPD22649,0.043,0.0323,0.0112,0.0516,0.0533,0.0329
neg_12312_UNPD22649,0.0921,0.0839,0.0037,0.2228,0.2915,0.148
neg_679_cis-Aconitic acid,0.0088,0.0031,0.0146,0.0126,0.0047,0.004
neg_12339_CNP0436581,0.0626,0.0397,0.0524,0.0987,0.1197,0.0918
"pos_19255_N''-{2-[7-hydroxy-3-(1-hydroxy-3-{3-hydroxy-8-[1-hydroxy-5-(7-oxo-decahydroquinolin-3-yl)pentyl]-2-methoxy-9-oxo-6,7-didehydro-8,9,10,11-tetrahydro-5H-benzo[9]annulen-5-yl}propyl)-5-(2-methylpropyl)naphthalen-1-yl]ethyl}guanidine",0.0827,0.1164,0.1053,0.2303,0.2822,0.2845
pos_4803_Deoxynivalenol,0.2926,0.2118,0.0189,0.0909,0.0409,0.1345
neg_3892_5-methyl-2-[[(4-nitrophenyl)-oxomethyl]hydrazo]-4-thiazolecarboxylic acid ethyl ester,0.008,0.0246,0.0063,0.6782,0.854,0.9123
pos_19310_Achyrodimer C;(-)-Achyrodimer C,0.0315,0.0175,0.0243,0.1538,0.0694,0.0821
neg_1238_Eugenitin,0.2023,0.1832,0.0223,0.0113,0.0091,0.0158
pos_18959_Roselipin 1A,0.0037,0.004,0.0027,0.0109,0.0125,0.0114
neg_12391_,0.0127,0.0078,0.0121,0.034,0.024,0.0215
neg_12392_,0.0112,0.0064,0.0083,0.0083,0.0036,0.0017
"pos_7091_5-[[4-methoxy-3-(phenylmethoxy)phenyl]methyl]-2,4-pyrimidinediamine",0.0522,0.0493,0.0378,0.0291,0.0498,0.0211
neg_12629_,0.6943,0.7137,0.6503,1.8044,1.5301,1.2181
pos_14212_UNPD229512,0.2155,2.4881,0.1936,0.1204,0.0659,0.0968
neg_12412_,0.0223,0.0098,0.0108,0.0691,0.0652,0.0346
"neg_13424_3-[2'-amino-7,8,9,22-tetrahydroxy-26-(hydroxymethoxy)-3-{[6-(hydroxymethyl)-1H,5H-pyrrolo[3,4-b]pyrrol-5-yl]methyl}-19-phenyl-2',3'-dihydro-1'H-11,13,17,24,31-pentaoxaspiro[heptacyclo[16.13.1.0?,??.0?,??.0?,??.0??,??.0??,??]dotriacontane-10,4'-pyridine]-2,4(14),15,25,27,29-hexaen-20-yn-3'-yloxy]-3-oxopropanoic acid",0.0166,0.0237,0.0159,0.0098,0.0137,4.00E-04
neg_5111_Anhydrocinnzeylanine,0.0945,0.0491,0.0503,4.0112,3.1182,1.6171
"neg_12423_17-[2-(3,3-dimethyloxiran-2-yl)-2-hydroxyethyl]-2-hydroxy-24-{[3-(4-hydroxyoxan-4-yl)-5-methylphenyl]methyl}-4,8,8,12,13,17-hexamethyl-22,26-diazaheptacyclo[14.11.1.1??,??.0?,??.0?,?.0??,??.0??,??]nonacosa-16(28),20,23(29),24-tetraene-7,15-dione",1.5909,1.0024,0.8083,0.6622,0.4275,0.3091
"pos_19139_15-[4-(3,3-dimethyloxiran-2-yl)-4-hydroxybutan-2-yl]-12-hydroxy-2,6,6,10-tetramethyl-13-[(3-{[3-methyl-5-(oxan-4-yl)phenyl]methyl}-1H,4H-pyrrolo[3,2-b]pyrrol-1-yl)methyl]pentacyclo[10.5.3.0?,??.0?,??.0?,??]icosa-14,19-diene-7,16-dione",0.0141,0.1348,0.0362,0.1962,0.2101,0.1854
neg_12428_,1.202,0.3117,0.2467,0.0427,0.9016,1.2157
pos_2417_Flossonol,0.031,0.0295,0.0217,0.0292,0.0462,0.0542
neg_12445_,0.6809,0.7394,3.5877,0.1895,0.4287,0.5779
"neg_12448_TG(14:0/18:3(6Z,9Z,12Z)/18:4(6Z,9Z,12Z,15Z))",0.2588,0.5229,0.5032,1.4843,0.2978,1.7493
neg_799_Citronellyl formate,0.454,0.3014,0.2417,0.2547,0.2406,0.1146
"neg_12450_TG(14:1(9Z)/18:3(9Z,12Z,15Z)/18:4(6Z,9Z,12Z,15Z))",0.6895,0.5385,1.6197,0.1651,0.3997,0.3734
neg_12466_UNPD185764,3.5407,5.7635,4.5054,0.7164,1.3348,0.7416
neg_12468_,0.0542,0.0893,0.1077,0.0716,0.0668,0.0601
neg_12470_,0.062,0.1235,0.0941,0.584,0.2047,0.4327
"neg_12477_TG(14:0/18:3(6Z,9Z,12Z)/18:4(6Z,9Z,12Z,15Z))",13.0077,3.2311,21.9693,1.2956,10.5865,10.2843
neg_7365_UNPD57099,0.7871,0.1019,0.3961,0.0291,0.9087,0.9093
neg_1248_,0.0253,0.0086,0.0285,0.0317,0.0651,0.0313
neg_12482_,0.0333,0.0544,0.0618,0.0684,0.0629,0.0713
pos_19211_,0.0557,0.008,0.0542,0.216,0.4456,0.0754
neg_1989_Tanacetin,0.7102,0.6033,0.3898,0.4148,0.4766,0.458
"neg_12505_21,22,37,40-tetrahydroxy-23-(hydroxymethyl)-35-{[3-(hydroxymethyl)phenyl]methyl}-24,26-dioxa-3,4-dithia-6,8-diazanonacyclo[25.10.2.1?,??.1??,??.0?,??.0?,??.0??,??.0??,??.0??,??]hentetraconta-7,9,11,13,27,29,31(39),34,36-nonaene-32,38-dione",0.0051,0,0.0108,0.0142,0.03,0.0076
"neg_12506_21,22,37,40-tetrahydroxy-23-(hydroxymethyl)-35-{[3-(hydroxymethyl)phenyl]methyl}-24,26-dioxa-3,4-dithia-6,8-diazanonacyclo[25.10.2.1?,??.1??,??.0?,??.0?,??.0??,??.0??,??.0??,??]hentetraconta-7,9,11,13,27,29,31(39),34,36-nonaene-32,38-dione",0.0086,0.0075,0.0017,0.0136,0.0292,0.0099
"neg_12523_21,22,37,40-tetrahydroxy-23-(hydroxymethyl)-35-{[3-(hydroxymethyl)cyclohexyl]methyl}-32,38-dioxo-24,26-dioxa-3,4-dithia-6,8-diazanonacyclo[25.10.2.1?,??.1??,??.0?,??.0?,??.0??,??.0??,??.0??,??]hentetraconta-13,34,36-trien-8-ium-30-yl",0.0031,0.0036,0.0122,0.029,0.0448,0.0175
pos_19438_Apigenosylide B;(+)-Apigenosylide B,0.0094,0.0201,0.0148,0.2044,0.2603,0.1536
pos_14593_Genistein 7-O-(2-p-coumaroylglucoside),0.0675,0.2798,0.127,0.6875,0.2342,0.4045
pos_16747_Dracunculifoside I;(-)-Dracunculifoside I,9.00E-04,0.0029,0.0058,0.0052,0.0017,0.0037
neg_12566_Swietenitin G;(-)-Swietenitin G,0.0124,0.0131,0.0187,0.0572,0.0595,0.0222
neg_4895_Armillaric acid,0.0143,0.0039,0.0081,0,0.0027,0.009
"neg_2627_1-(5,10-dioxo-2,3,5a,6,7,8-hexahydro-1H-dipyrrolo[1,2-d:1',2'-f]pyrazin-10a-yl)propan-2-yl carbamate",5.3824,6.7995,7.6632,4.482,5.4697,4.2942
neg_9024_12-deoxyphorbol-13-hexadecanoate,0.0813,0.0894,0.0652,1.594,1.6026,1.1471
neg_1258_Herniarin,0.5832,0.8105,0.0834,0.3036,0.1963,0.1953
neg_12587_,0.0017,0.004,0.0105,0.0251,0.0301,0.0142
neg_12592_PI(18:1(9Z)/16:1(9Z)),0.5105,0.9127,2.6707,0.5895,0.7232,0.369
neg_12596_18:3-Glc-Stigmasterol,0.3827,2.3278,0.4871,2.0652,0.9434,1.6095
"neg_12611_1-{4'-amino-9',19'-dihydroxy-16',23'-dioxa-36',37'-dithia-3',25',29'-triazaspiro[cyclopentane-1,13'-octacyclo[19.13.4.1??,??.0?,??.0?,??.0??,??.0??,??.0??,??]nonatriacontane]-5'(34'),6',8'(33'),17',19',21',26',28'(39'),30'-nonaen-10',14'-diyn-20'-yl}-5,7-dihydroxydecan-3-one",0,0.0029,0.0042,0.027,0.0318,0.0063
"neg_12621_Isofucosterol 3-O-[6-O-(9,12-Octadecadienoyl)-b-D-glucopyranoside]",0.4706,1.8412,0.9034,2.7122,2.1405,2.1909
"neg_12622_Isofucosterol 3-O-[6-O-(9,12-Octadecadienoyl)-b-D-glucopyranoside]",1.615,1.912,5.9283,1.8757,1.5559,1.6061
"neg_12624_Isofucosterol 3-O-[6-O-(9,12-Octadecadienoyl)-b-D-glucopyranoside]",1.0035,1.9761,5.1112,2.7122,2.1405,2.1909
neg_12625_,1.3912,0.814,3.3445,0.2315,1.1557,2.1099
"neg_12626_Isofucosterol 3-O-[6-O-(9,12-Octadecadienoyl)-b-D-glucopyranoside]",1.1058,0.6947,1.5895,0.223,0.8973,1.3323
neg_12627_,1.9414,1.9673,6.7024,1.7836,2.083,4.5929
"neg_12726_TG(14:1(9Z)/16:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",8.5521,1.0949,3.6403,1.5462,12.0052,12.1278
neg_12642_CNP0429239,0.0448,0.0436,0.0347,0.1242,0.0879,0.131
neg_12644_SM(d18:0/23:0),1.1399,6.7506,1.3703,4.0001,2.0501,2.723
neg_12645_,2.0048,7.1116,2.332,5.6298,3.4443,4.4341
neg_12655_Smilaside J;(+)-Smilaside J,0.0171,0.0173,0.0433,0.0339,0.0314,0.0201
neg_8256_8-C-Glucosylchromone 2'-O-p-methoxycoumaroyl 5-methyl-7-hydroxy 2-acetonyl,0.027,0.0191,0.0112,0.0206,0.0673,0.0188
"neg_12681_TG(14:1(9Z)/18:4(6Z,9Z,12Z,15Z)/20:5(5Z,8Z,11Z,14Z,17Z))",0.9016,0.5385,0.2825,0.1438,0.608,0.967
neg_8066_UNPD104419,0.6878,13.1844,0.5784,8.0827,4.7073,4.2508
"neg_1269_S-butyl-DL-homocysteine (S,R)-sulfoximine",0.0317,0.0194,0.027,0.0524,0.0584,0.02
"neg_12703_TG(14:1(9Z)/18:4(6Z,9Z,12Z,15Z)/20:4(5Z,8Z,11Z,14Z))",1.039,1.4278,3.5767,0.7373,0.361,0.52
neg_12852_Gymnopilene,3.0097,0.9505,1.3568,1.9202,2.2741,5.5269
"neg_12733_5-(3,4-dihydroxyphenyl)-18-[2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-3,4-dihydro-2H-1-benzopyran-4-yl]-13-(3-hydroxyphenyl)-4,12,14-trioxapentacyclo[11.7.1.0??,????.0??,???.0?????,?????]henicosa-2(11),3(8),9,15(20),16,18-hexaene-6,9,17,19,21-pentol",0.0105,0.0243,0.0135,0.0056,0.0046,0.0037
neg_12740_,0.0848,0.1013,0.0768,0.3771,0.2184,0.3449
neg_12743_,0.0484,0.0593,0.0683,0.0702,0.09,0.0884
"pos_3475_5-Amino-6-(4-hydroxy-2-butenoyl)-2,2-dimethyl-4-chromanone",0.0032,0.0085,0.0039,0.0087,0.0261,0.0028
neg_12921_N-(2-hydroxypentacosanoyl)-15-methylhexadecasphing-4-enine-1-phosphocholine,0.6894,3.9044,0.5475,1.4844,1.0806,0.9012
neg_12784_,0.0065,0.009,0.0015,0.0074,0.0044,0.0044
neg_13084_,0.0083,0.0066,0.0051,0.0036,0.011,0.0113
"neg_12791_TG(14:1(9Z)/15:0/20:5(5Z,8Z,11Z,14Z,17Z))",0.6361,2.9519,0.6319,1.0858,0.8798,0.8813
neg_4852_N-({5-[1-methyl-3-(thiophen-2-yl)-1H-pyrazol-5-yl]-1-azabicyclo[2.2.2]octan-2-yl}methyl)furan-2-carboxamide,1.3558,0.9229,0.4952,4.2371,2.7773,2.1619
neg_12811_,0.0517,0.1512,0.0354,0.0057,0.0016,0.0015
"neg_3608_15H-11,12-EETA",0.1458,0.1373,0.199,0.0482,0.0868,0.0743
neg_12827_CNP0439131,0.0131,0.0065,0.0067,0.0423,0.0474,0.0346
neg_12834_PG(22:1(11Z)/20:0),0.2392,0.3557,0.3017,2.1657,1.7463,1.5845
neg_12839_,0.3611,0.692,1.2441,1.4443,1.2298,0.9558
neg_12840_Aesculitannin C,0.2852,0.3445,0.4768,0.0749,0.0558,0.059
neg_12843_Aesculitannin C,0.0412,0.0372,0.0246,0.0644,0.0422,0.0309
neg_12850_PG(20:0/22:0),0.6384,0.9025,0.9165,0.8611,1.0567,1.1654
"neg_12862_Epicatechin-(2beta->7,4beta->8)-epicatechin-(4beta->8)-epicatechin",0.027,0.0413,0.0197,0.015,0.007,0.0129
"neg_12865_Epicatechin-(2beta->7,4beta->8)-epicatechin-(4beta->8)-epicatechin",0.013,0.0288,0.0054,0.0069,0.0071,0.0095
"pos_19581_Epicatechin-(2beta->7,4beta->8)-epicatechin-(4beta->8)-epicatechin",0.0648,0.1074,0.0809,0.0118,0.0077,0.0132
"neg_12867_Epicatechin-(2beta->7,4beta->8)-epicatechin-(4beta->8)-epicatechin",0.0107,0.0145,0.0027,0.0033,0.0036,0.0064
"pos_19576_Epicatechin-(2beta->7,4beta->8)-epicatechin-(4beta->8)-epicatechin",0.0258,0.0241,0.0294,0.02,0.0082,0.0198
"neg_12871_Epicatechin-(2beta->7,4beta->8)-epicatechin-(4beta->8)-epicatechin",0.0359,0.0635,0.0528,0.0163,0.0048,0.0067
neg_12877_UNPD159897,0.0109,0.0186,0.0118,0.0091,0.0102,0.004
neg_12884_22:3-Glc-cholesterol,1.6093,1.1067,0.9227,3.7186,2.5688,4.1261
neg_12893_Procyanidin C1,0.0031,0.8847,1.0329,1.0392,0.3535,0.8092
neg_12909_20:2-Glc-Sitosterol,2.3479,0.8957,1.3713,0.3692,1.4715,1.4059
neg_6551_trans-Caffeic acid [apiosyl-(1->6)-glucosyl] ester,0.0252,0.0183,0.0194,0.0562,0.0336,0.0791
neg_12969_UNPD140192,0.0065,0.018,0.0115,0.015,0.0104,0.0087
neg_12970_UNPD140192,0.0021,0.0207,0.0131,0.0076,0.0075,0.0026
"neg_12977_N'-[6-(2-aminoethyl)-10-[5-(2-{4-hydroxy-3-[2-hydroxy-2-(4-{[(2-hydroxypropyl)amino]methyl}-1H,4H,4aH,5H,6H,7H,7aH,8H,9H-azuleno[6,5-b]pyrrol-2-yl)ethoxy]phenyl}ethyl)-3-(hydroxymethyl)furan-2-yl]-2-methyldecyl]-N-cyclohexylguanidine",0.0472,0.0544,0.1111,0.3472,0.2086,0.2907
"neg_12979_N'-[6-(2-aminoethyl)-10-[5-(2-{4-hydroxy-3-[2-hydroxy-2-(4-{[(2-hydroxypropyl)amino]methyl}-1H,4H,4aH,5H,6H,7H,7aH,8H,9H-azuleno[6,5-b]pyrrol-2-yl)ethoxy]phenyl}ethyl)-3-(hydroxymethyl)furan-2-yl]-2-methyldecyl]-N-cyclohexylguanidine",0.1557,0.1858,0.0854,0.5194,0.2387,0.4251
neg_12996_CNP0447271,4.00E-04,0,0.005,0.0154,0.0201,0.0088
"neg_13001_TG(18:2(9Z,12Z)/16:0/20:5(5Z,8Z,11Z,14Z,17Z))",2.0145,0.8738,2.5131,0.3917,0.2604,0.4035
neg_13006_,0.2335,0.2761,0.1004,0.0337,0.0192,0.0299
neg_13007_,0.0074,0.0306,0.0129,0.1641,0.1393,0.1592
