cluster,selected_feature,annotation_result,annotation_warning,cluster.size,source,Alignment.ID,Average.Rt.min.,Average.Mz,Adduct.type,level,Formula,Structure,Total.score,Final.score,Title,MS1.count,MSMS.count,PRECURSORMZ,PRECURSORTYPE,Theoretical.mass,Mass.error,Formula.score,Ontology,InChIKey,SMILES,Links,Chow..1,Chow..2,Chow..3,Chow..4,Chow..5,Chow..6,Chow..7,Chow..8,Chow..9,Chow..10,Chow..11,Chow..12,Chow..13,Chow..14,Chow..15,Chow..16,Chow..17,Chow..18,Chow..19,Chow..20,Chow..21,Blank.1,Blank.2,Blank.3,High.Fat..1,High.Fat..2,High.Fat..3,High.Fat..4,High.Fat..5,High.Fat..6,High.Fat..7,High.Fat..8,High.Fat..9,High.Fat..10,High.Fat..11,High.Fat..12,High.Fat..13,High.Fat..14,High.Fat..15,High.Fat..16,High.Fat..17,High.Fat..18,QC.1,QC.2,QC.3,QC.4,QC.5,QC.6,QC.7,MS.MS.spectrum
21,neg_8838,Simple ID,Other possible annotated peaks for this cluster.,18,neg,8838,12.244,759.55444,[M+K-2H]-,generic,C44H82O7,"5-methyl-3-{1,12,15-trihydroxy-15-[5-(1-hydroxyicosyl)oxolan-2-yl]pentadecyl}-2,5-dihydrofuran-2-one",4.9572,4.9572,Unknown,3,15,759.5544,[M+K-2H]-,722.606054964,0.0002602,3.067,Annonaceous acetogenins,VSEKKCYFYKKOGS-UHFFFAOYSA-N,O=C1OC(C=C1C(O)CCCCCCCCCCC(O)CCC(O)C2OC(CC2)C(O)CCCCCCCCCCCCCCCCCCC)C,COCONUT=CNP0088285,0.4786,0.5168,0.4506,0.4431,0.4394,0.4447,0.0339,0.0271,0.0314,0.014,0.0164,0.0173,0.0717,0.0704,0.0723,1.5758,1.7629,1.6183,1.991,1.6494,1.5854,0.1278,0.0123,0.1023,0.0144,0.0159,0.0285,0.0104,0.0258,0.026,0,0.0066,0,0,0,0,0.0116,0,0.0077,0,0.0163,0.0173,0.4088,0.3836,0.363,0.3704,0.3635,0.353,0.3415,129.81587:31 162.754:29 166.24927:54 252.85907:39 255.22806:103 257.23795:182 281.24918:92 281.2916:10 283.26297:151 349.51514:19 429.28082:48 754.625:16 755.63837:13 759.42535:14 759.55383:2385
22,neg_10042,Unknown compound,,1,neg,10042,14.535,819.57629,[M-H]-,,,,,,,,,,,,,,,,,,0.1162,0.1197,0.1169,0.108,0.1027,0.1048,0,0,0,0,0,0,0,0,0,0.071,0.0726,0.0708,0.0993,0.0929,0.0993,0.0526,0.0983,0.0725,0.0568,0.0578,0.0569,0.0524,0.0252,0.0575,0.1278,0.1326,0.1311,0.1168,0.115,0.1051,0.0905,0.0908,0.0877,0.1212,0.1323,0.1181,0.0474,0.0481,0.0483,0.0512,0.0484,0.0473,0.0474,212.60542:12 349.51166:14 377.07043:84 471.9043:47 755.8692:60 817.17444:11 819.57898:355 819.65332:154 819.69141:169
23,neg_11360,Unknown compound,,3,neg,11360,14.929,897.5918,[M-H]-,,,,,,,,,,,,,,,,,,0.0485,0.0445,0.0475,0.0387,0.0368,0.033,0,0,0,0,0,0,1e-4,0,0,0.0567,0.0511,0.0586,0.0579,0.0591,0.0578,0.1068,0,0.0941,0.0031,0.0079,0.0036,0.0037,0.0013,0.0025,0.0013,0.0023,0.0013,0.0055,0.0074,0.0076,0.0022,0,0.0043,0.0036,0.0025,0.0057,0.005,0.0049,0.0046,0.0048,0.0049,0.0036,0.0054,50.7371:25 60.13023:28 69.19952:33 69.3935:16 112.9857:566 113.01884:24 113.14657:43 113.23634:31 113.47215:13 158.9742:165 159.53482:36 160.52097:27 252.2572:39 501.89532:46 618.14502:90 657.38745:31 730.64575:12 732.33698:41 743.57257:21 814.53546:15
24,neg_10047,Unknown compound,,1,neg,10047,13.639,819.68439,[M-H]-,,,,,,,,,,,,,,,,,,0.0218,0.0255,0.0216,0.0214,0.0196,0.0207,0.0377,0.0424,0.0464,0.0701,0.0764,0.0728,0.0357,0.0333,0.0395,0.017,0.0192,0.018,0.0158,0.0184,0.0181,0.0101,0.0015,0.03,0.0276,0.0291,0.0202,0.0535,0.0598,0.0573,0.0565,0.0584,0.0598,0.0807,0.091,0.0896,0.0354,0.0342,0.0329,0.0475,0.0467,0.0424,0.0321,0.0323,0.0313,0.0324,0.0306,0.0328,0.0347,92.40872:32 93.19145:47 94.87182:14 95.93312:11 95.97057:16 99.35374:17 112.98438:62 126.69058:62 127.18293:42 129.80786:10 204.2702:24 230.0685:10 234.6619:28 304.31158:53 352.37375:67 401.78043:53 457.36292:16 478.26025:71 490.24402:19 501.45853:29 759.60052:237 781.65948:58 819.57568:104 819.68134:692 819.84058:44
25,neg_10370,Unknown compound,,3,neg,10370,13.815,835.68079,[M+K-2H]-,,,,,,,,,,,,,,,,,,0.0655,0.0742,0.0652,0.0505,0.0475,0.0507,0.0757,0.0559,0.0826,0.0878,0.0977,0.1,0.0883,0.0869,0.0671,0.0368,0.0388,0.039,0.034,0.0347,0.0385,0.0345,0.0212,0,0.0057,0.0073,0.0039,0.0123,0.0129,0.0091,0.0028,0.0061,0.0031,0.0136,0.015,0.0139,0.0104,0.0089,0.0057,0.0119,0.0116,0.0126,0.0322,0.0329,0.034,0.0361,0.0326,0.0339,0.0319,71.01353:63 81.36384:42 179.75972:16 192.81743:23 271.35187:16 339.29892:31 388.78564:14 420.02679:17 671.92572:15 715.54681:48 737.62036:35 772.13489:25 774.59656:50 775.58191:43 834.6546:26 835.54816:92 835.6106:143 835.68048:717 835.9201:27 835.98639:18
26,neg_1005,Simple ID,,1,neg,1005,7.659,335.29532,[M-H]-,generic,C22H40O2,Docosadienoate (22:2n6),4.644,4.644,Unknown,3,13,335.2953,[M-H]-,336.30283052,0.0002541,2.759,Very long-chain fatty acids,HVGRZDASOHMCSK-UHFFFAOYSA-N,O=C(O)CCCCCCCCCCCC=CCC=CCCCCC,"HMDB=HMDB0061714;HMDB0062219,ChEBI=CHEBI:75117;CHEBI:77806,LipidMAPS=LMFA01030132;LMFA01030405,Feces=HMDB0061714,PubChem=5312554;5282807,UNPD=UNPD19135;UNPD37563,BLEXP=BLEXPDB00005282807,COCONUT=CNP0240900",0.0174,0.02,0.0179,0.0281,0.0286,0.0298,0.0401,0.0429,0.0402,0.025,0.0273,0.0259,0.0231,0.0242,0.0243,0.0093,0.0087,0.0085,0.0058,0.0058,0.0072,0.224,0.2316,0.1283,0.018,0.0168,0.0214,0.0303,0.0327,0.0279,0.0309,0.0292,0.0288,0.0224,0.0247,0.0285,0.0145,0.0182,0.0148,0.0154,0.0146,0.0163,0.0128,0.0152,0.0119,0.0156,0.0129,0.0143,0.0137,87.79057:17 88.0208:25 115.91709:109 147.37119:17 161.25629:174 165.73308:97 208.40985:27 318.62186:12 333.18335:19 335.29626:540 335.38547:10 335.6113:33 335.71915:24
27,neg_10051,Unknown compound,,1,neg,10051,21.048,819.72278,[M-H]-,,,,,,,,,,,,,,,,,,0.0378,0.0346,0.0366,0.0275,0.0284,0.0264,0.0201,0.0232,0.0197,0.0189,0.0202,0.0192,0.0344,0.0311,0.035,0.0563,0.0551,0.0535,0.0614,0.0544,0.0537,0.0981,0.1763,0.2742,0,0,0,0.0012,0,0,4e-4,0,3e-4,0,0,0,6e-4,0.0048,6e-4,0.0054,0.003,0.0037,0.0284,0.0305,0.0309,0.0314,0.0282,0.0283,0.0306,57.52303:46 68.88171:18 112.98669:599 113.02444:33 137.28172:44 190.38774:10 395.92892:28 415.35553:93 416.72064:79 417.48697:13 433.29587:60 433.32678:19 443.97809:98 464.96854:126 491.47623:17 595.4776:49 693.96356:208 699.48615:28 726.28101:22 769.74603:54 799.54462:50 819.70831:198 819.92822:31 820.06885:13 820.2074:10
28,neg_911,Simple ID,Other possible annotated peaks for this cluster.,5,neg,911,5.051,324.29114,[M-H]-,generic,C20H39NO2,N-Oleoylethanolamine,4.9708,4.9708,Unknown,3,5,324.2911,[M-H]-,325.298079488,-0.000297,3.2,N-acylethanolamines,BOWVQLFMWHZBEF-KTKRTIGZSA-N,O=C(NCCO)CCCCCCCC=CCCCCCCCC,"HMDB=HMDB0002088,ChEBI=CHEBI:71466,FooDB=FDB022839,BMDB=BMDB02088,LipidMAPS=LMFA08040015;LMFA08040048,Feces=HMDB0002088,Serum=HMDB0002088,PubChem=5283454,BLEXP=BLEXPDB00000004383,COCONUT=CNP0367242",0.0014,0.0012,0.0013,0.0043,0.0037,0.0032,0.1543,0.1564,0.1516,0.1915,0.191,0.1939,0.1568,0.1554,0.1583,0.0012,9e-4,5e-4,3e-4,7e-4,5e-4,0.0096,0.0334,0.067,0,1e-4,3e-4,4e-4,5e-4,1e-4,4e-4,2e-4,9e-4,0.0024,0.0016,0.0013,4e-4,4e-4,3e-4,7e-4,8e-4,7e-4,0.0445,0.0451,0.0476,0.0456,0.044,0.0478,0.0488,89.34567:50 103.46568:43 141.99545:40 282.27951:82 283.24374:12
29,neg_2116,Simple ID,Other possible annotated peaks for this cluster.,33,neg,2116,4.71,433.33267,[M-H]-,generic,C27H46O4,"3a,7a-Dihydroxycoprostanic acid",5.5088,5.5088,Unknown,3,14,433.3327,[M-H]-,434.339609952,-0.0003665,3.263,"Dihydroxy bile acids, alcohols and derivatives",ITZYGDKGRKKBSN-KLYSAGIUSA-N,O=C(O)C(C)CCCC(C)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,"HMDB=HMDB0000359,ChEBI=CHEBI:16577;CHEBI:48467;CHEBI:58750,SMPDB=PW_C000259,FooDB=FDB021979,BMDB=BMDB00359,LipidMAPS=LMST04030057;LMST04030058;LMST04030066;LMST04030130;LMST04030131;LMST04030153,Feces=HMDB0000359,Serum=HMDB0000359,PubChem=45266753;5284239;440384,UNPD=UNPD144403;UNPD5232;UNPD73891;UNPD85008,BLEXP=BLEXPDB00053935393,COCONUT=CNP0258026",1.1543,1.2799,1.1493,0.8056,0.773,0.794,0.4713,0.4571,0.4252,0.4899,0.5436,0.4849,0.5291,0.5291,0.5107,0.5742,0.6081,0.6168,0.3725,0.3464,0.3383,0.1156,0.0552,0.0712,0.0038,0.0048,0.0022,0.0052,0.0049,0.0043,0.0046,0.0045,0.0044,0.0047,0.0046,0.0013,0.004,0.0029,0.0044,0.0038,0.004,0.0046,0.4078,0.4111,0.3917,0.4215,0.3952,0.3806,0.3796,50.88521:25 76.98415:40 140.09673:14 195.80678:21 249.6196:15 286.3241:29 389.34323:22 389.80328:183 415.32159:68 422.62323:256 422.69357:18 433.29556:273 433.33127:635 433.74341:21
30,neg_10060,Simple ID,,2,neg,10060,15.372,820.62805,[M-H]-,generic,C48H87NO9,UNPD205041,3.785,3.785,Unknown,3,33,820.6281,[M-H]-,821.638083364,0.0027069,2.345,Glycosyl-N-acylsphingosines,FGXSUYDTBQPGPS-RTRZQILSNA-N,O=C(NC(COC1OC(CO)C(O)C(O)C1O)C(O)C=CCCC=CC=CCCCCCCC)C(O)CCCCCCCCCCCCC=CCCCCCCCC,"UNPD=UNPD205041;UNPD216266,COCONUT=CNP0431267",0.0101,0.0087,0.0089,0.0229,0.0238,0.0232,0.0264,0.026,0.0264,0.0321,0.0332,0.0348,0.0309,0.0281,0.0306,0.0053,0.0056,0.0059,0.0037,0.0055,0.0047,0.0475,0,0,0.0091,0.0087,0.0121,0.0103,0.01,0.0091,0.0071,0.0096,0.0086,0.0074,0.0062,0.0048,0.0069,0.0083,0.0109,0.0071,0.0076,0.0038,0.0136,0.0131,0.0126,0.0144,0.0133,0.0141,0.0126,68.9949:268 69.39338:33 69.57011:36 72.23611:35 79.37321:87 112.98469:679 113.02977:14 113.30211:60 113.41636:26 113.51857:17 119.40455:40 119.41975:15 120.87503:31 181.47348:36 225.67937:129 250.08173:60 267.81317:14 289.93399:45 303.23737:147 336.77072:13 468.85864:70 474.01663:105 514.73193:45 536.22327:10 554.31256:19 567.93872:48 722.55597:13 749.04816:14 752.57172:56 778.06989:11 820.68268:137 820.72662:61 820.77216:11
31,neg_3808,Simple ID,Other possible annotated peaks for this cluster.,13,neg,3808,5.909,539.33643,[M-H]-,generic,C33H48O6,Antibiotic CI 940;Antibiotic CL 1957A;CI 940;Elactocin;Leptomycin B;Mantuamycin,4.336,4.336,Unknown,3,9,539.3364,[M-H]-,540.345089256,0.0014128,2.496,Very long-chain fatty acids,YACHGFWEQXFSBS-NJENXPDENA-N,O=C(O)C=C(C)CC(C)C(O)C(C(=O)C(C=C(C=CCC(C=C(C=CC1OC(=O)C=CC1C)CC)C)C)C)C,"KNApSAcK=C00018636,ChEBI=CHEBI:52646,UNPD=UNPD129127;UNPD156387,BLEXP=BLEXPDB00000435143,NPA=NPA012546,COCONUT=CNP0245698",0.2918,0.1946,0.2586,0.1558,0.1916,0.1878,0.0252,0.0143,0.0123,0.0311,0.0168,0.0198,0.008,0.0108,0.0105,0.0811,0.0799,0.097,0.0489,0.0452,0.0465,0.0229,0,0.0318,0.0181,0.0191,0.0221,0.0496,0.0522,0.0522,0.0417,0.0388,0.0412,0.0083,0.0048,0.0058,0.0319,0.0285,0.0335,0.0303,0.0368,0.0281,0.046,0.0533,0.0764,0.0703,0.0606,0.085,0.0909,57.98019:15 144.51743:63 257.23468:153 297.24222:57 358.73981:23 539.3385:43 539.42523:310 539.55402:20 539.67676:13
32,neg_10067,Unknown compound,,1,neg,10067,19.266,820.66010000000006,[M-H]-,,,,,,,,,,,,,,,,,,0,0,6e-4,1e-4,7e-4,2e-4,0.0022,0.0017,4e-4,8e-4,7e-4,5e-4,0,7e-4,0.0017,8e-4,0.001,0,0.0016,0.0015,8e-4,0.0028,0.0288,0.031,0.0161,0.0188,0.0089,0.0106,0.042,0.0153,0.0176,0.0168,0.0198,0.014,0.0212,0.0175,0.0187,0.0258,0.0214,0.0343,0.0193,0.0239,0.0013,0.0019,0.0014,0.0013,0.0038,0.0028,0.0021,95.26541:58 95.27988:16 112.98425:63 119.82417:99 119.84292:17 198.09976:106 285.71878:77 367.81055:210 442.08435:30 522.30524:75 535.50854:19 624.39917:36 687.7796:44 728.60645:14 753.54791:14 817.30145:73 820.65454:528 820.73578:15
33,neg_9140,Simple ID,Other possible annotated peaks for this cluster.,12,neg,9140,19.695,772.659,[M+Cl]-,generic,C46H91NO5,UNPD230005,4.3201,4.3201,Unknown,3,18,772.659,[M+Cl]-,737.689725012,0.0001263,2.868,Secondary alcohols,JRXLSZDYBOXACC-IIVPYLGKSA-N,O=C(NC(CO)C(O)C(O)CCCCCCC=CCCCCCCCCCC)C(O)CCCCCCCCCCCCCCCCCCCCCC,"UNPD=UNPD230005,COCONUT=CNP0116496",4e-4,7e-4,6e-4,0.0012,6e-4,8e-4,0.0016,0.0016,0.0011,6e-4,0.001,0.0016,2e-4,1e-4,0.0016,0.003,0.0014,0.0046,9e-4,4e-4,0.0013,0.0298,0.0422,0.0382,0.028,0.0238,0.0212,0.0206,0.0529,0.0239,0.031,0.0359,0.0291,0.0305,0.0422,0.0282,0.0282,0.0242,0.0297,0.0504,0.04,0.0474,0.0057,0.007,0.0075,0.006,0.0065,0.0066,0.0072,54.00952:14 55.91155:107 56.92652:21 82.9674:28 89.00938:21 91.83865:15 248.26523:12 273.19553:12 323.96408:85 352.52661:24 383.57327:36 403.267:47 422.93787:31 469.84073:72 604.28418:52 604.31757:10 772.65839:472 772.76758:10
34,neg_912,Simple ID,Other possible annotated peaks for this cluster.,4,neg,912,4.696,324.29117,[M-H]-,generic,C20H39NO2,N-Oleoylethanolamine,4.7748,4.7748,Unknown,3,8,324.2912,[M-H]-,325.298079488,-0.000397,3.004,N-acylethanolamines,BOWVQLFMWHZBEF-KTKRTIGZSA-N,O=C(NCCO)CCCCCCCC=CCCCCCCCC,"HMDB=HMDB0002088,ChEBI=CHEBI:71466,FooDB=FDB022839,BMDB=BMDB02088,LipidMAPS=LMFA08040015;LMFA08040048,Feces=HMDB0002088,Serum=HMDB0002088,PubChem=5283454,BLEXP=BLEXPDB00000004383,COCONUT=CNP0367242",0.006,0.0048,0.005,0.0076,0.008,0.0079,0.3109,0.3128,0.3221,0.6411,0.6901,0.6159,0.3383,0.3351,0.3261,0.0014,0.0013,0.0012,0.0031,0.0032,0.0029,0.0066,0.0081,0.0676,0,4e-4,0.0011,0.0039,0.0032,0.0037,0.0015,0.0023,0.0023,0.0141,0.0133,0.0118,7e-4,6e-4,7e-4,0.0013,0.001,9e-4,0.1449,0.1472,0.1375,0.141,0.1373,0.1336,0.1407,62.77558:33 120.31785:13 136.51309:18 173.6174:80 224.55583:34 225.06168:45 227.39577:29 266.68842:45
35,neg_10073,Unknown compound,,1,neg,10073,20.662,820.74023,[M-H]-,,,,,,,,,,,,,,,,,,0.004,0.002,0.0021,0.0034,0.0039,0.0036,0.0039,0.0036,0.0043,0.0058,0.0042,0.005,0.0044,0.0029,0.0041,9e-4,0.0034,0.0051,0.0041,0.0061,0.0048,0.113,0.1787,0.0767,0.0047,0.0057,0.0037,0.0118,0.0039,0.0136,0.0067,0.0095,0.0073,0.0053,0.0045,0.0032,0.0472,0.046,0.0486,0.0062,0.0147,0.0097,0.0036,0.0055,0.0055,0.0045,0.0043,0.0055,0.0042,53.51251:28 63.9129:24 68.99544:186 99.10095:18 112.98492:738 113.01267:34 113.03045:12 161.91454:175 267.43832:111 310.20911:18 327.94681:12 371.73849:17 441.70642:55 492.8334:22 518.28949:11 544.50702:12 685.22351:20 784.68872:26 808.2262:92 816.12177:19 816.21198:52 816.24774:11 821.00446:40 821.05066:58 821.10596:62 821.18292:20
36,neg_10074,Unknown compound,,2,neg,10074,21.891,820.77667,[M+FA-H]-,,,,,,,,,,,,,,,,,,0.0179,0.0192,0.0194,0.0094,0.011,0.0108,5e-4,0,0,3e-4,2e-4,0,3e-4,2e-4,3e-4,0.0403,0.0437,0.043,0.0284,0.0298,0.0269,0.0346,0.0859,0.1069,0.0066,0.0042,0.0042,0.0085,0.0091,0.0057,0.0011,0,0.0012,0,0.0014,1e-4,0.0493,0.0469,0.0518,0.0154,0.0171,0.0181,0.0086,0.0097,0.0108,0.0097,0.0097,0.0094,0.0084,52.48041:12 81.53368:63 81.54398:14 81.55573:30 127.82843:16 129.87535:48 291.70099:28 327.8775:49 343.60635:58 356.90915:27 372.52982:45 410.94965:11 427.28769:21 469.75461:40 469.92786:12 529.75507:27 540.9278:223 549.10626:54 553.34875:44 699.28979:17 701.11963:33 745.23718:50 774.77032:291 775.36047:14 775.48401:50 775.5235:30 775.76581:39 777.995:38 814.59418:43 820.71655:17 820.77283:172
37,neg_10078,Simple ID,,1,neg,10078,9.378,821.53424,[M-H]-,generic,C46H79O10P,"PG(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",4.1881,4.1881,Unknown,3,31,821.5342,[M-H]-,822.541085358,-0.0003911,2.41,Phosphatidylglycerols,CLQKBJHAUYGCOB-JBZBJAAJSA-N,O=C(OCC(OC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCC)COP(=O)(O)OCC(O)CO)CCCCCCCCCCCCCCCCC,"HMDB=HMDB0010614,ChEBI=CHEBI:89279,FooDB=FDB027764,BMDB=BMDB10614,LipidMAPS=LMGP04010040,Serum=HMDB0010614,COCONUT=CNP0152291",0,0,0,6e-4,0.0061,7e-4,0,0.0037,0.0014,0.0227,0.0018,0.0059,0.0191,0.0011,0.02,0,0,0,0.0111,0.0087,0.0011,0.0016,0.025,0,0.0168,0.0147,0.0149,0.0609,0.0709,0.059,0.0946,0.0952,0.0943,0.0322,0.0267,0.0226,0.0211,0.0143,0.0207,0.0178,0.0245,0.0316,0.0054,0.0082,0.015,0.0121,0.0042,0.0043,0.0078,60.49717:36 68.6506:39 124.88279:32 134.57048:53 157.03249:158 157.08023:10 158.97444:134 197.06287:38 272.8363:28 283.26062:149 327.22632:53 328.23483:50 329.24319:92 460.08334:14 597.11212:12 624.00818:13 639.02252:30 730.32391:38 738.03461:78 762.53082:127 764.90424:12 776.31732:25 788.401:27 816.78998:63 816.83478:11 821.52521:706 821.64832:176 821.71899:15 821.77094:21 821.84088:26 822.03186:50
38,neg_10079,Simple ID,,1,neg,10079,10.141,821.53448,[M-H]-,generic,C46H79O10P,"PG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:0)",4.0223,4.0223,Unknown,3,33,821.5345,[M-H]-,822.541085358,-0.0006911,2.545,Phosphatidylglycerols,AXJTVHPULAEFHC-GWSBFGOHSA-N,O=C(OCC(OC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OCC(O)CO)CCC=CCC=CCC=CCC=CCC=CCC=CCC,"HMDB=HMDB0116630,LipidMAPS=LMGP04010827",0.0129,0.015,0.0083,0.0135,0.0081,0.0073,0,0.0013,0.0128,0.002,0.0016,0.0021,0.0012,0.0018,0.007,0.0281,0.0292,0.0253,0.0505,0.045,0.0413,0.0414,0.0297,0.002,0.0016,0.0021,0.0024,0.0063,0.0058,0.0035,0.0035,0.0063,0.0029,0.0062,0.0057,0.0058,0.0037,0.0041,0.0028,0.0037,0.004,0.0061,0.0093,0.0116,0.0104,0.0093,0.009,0.0064,0.0082,73.30076:32 106.69607:25 115.52518:79 122.47064:122 123.02476:49 159.97714:39 160.14548:26 224.44263:33 226.64682:88 233.75266:37 252.00447:33 279.23199:138 282.20468:16 345.04288:25 348.82266:23 356.51245:20 384.43439:14 386.96246:20 508.11981:35 565.24365:95 628.71826:76 644.65955:16 677.74615:15 677.9209:30 707.69708:14 725.10364:112 781.41101:42 795.98285:28 816.38043:45 821.47284:11 821.53473:250 821.62732:39 822.01971:84
39,neg_10080,Simple ID,,1,neg,10080,9.23,821.53461,[M-H]-,generic,C46H79O10P,"PG(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",4.6142,4.6142,Unknown,3,20,821.5346,[M-H]-,822.541085358,-0.0007911,2.779,Phosphatidylglycerols,CLQKBJHAUYGCOB-JBZBJAAJSA-N,O=C(OCC(OC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCC)COP(=O)(O)OCC(O)CO)CCCCCCCCCCCCCCCCC,"HMDB=HMDB0010614,ChEBI=CHEBI:89279,FooDB=FDB027764,BMDB=BMDB10614,LipidMAPS=LMGP04010040,Serum=HMDB0010614,COCONUT=CNP0152291",0.0081,0.0081,0.0044,0.0096,0.0111,0.0122,0.0195,0.0223,0.0222,0.0344,0.0401,0.0396,0.0216,0.0192,0.0195,0.0011,0.0039,0.0037,0.0065,0.009,0.0068,0.0064,0.0569,0,0.0193,0.0219,0.0165,0.069,0.0709,0.0693,0.0725,0.079,0.0786,0.0309,0.0309,0.0189,0.0218,0.0206,0.0212,0.0224,0.0278,0.0316,0.0186,0.0193,0.0179,0.0161,0.0161,0.0172,0.0198,65.79639:28 84.99308:23 94.57305:15 156.78868:16 192.68697:11 250.38715:162 327.23288:111 332.38156:42 463.66727:143 506.69473:23 538.33453:19 619.51929:42 627.79089:32 725.57983:23 727.57458:14 733.33276:19 740.10614:16 820.61652:35 821.53369:734 821.81116:39
40,neg_968,Simple ID,Other possible annotated peaks for this cluster.,37,neg,968,4.209,329.2489,[M-H2O-H]-,generic,C22H36O3,2-Hydroxy-6-pentadecylbenzoic acid,5.2089,5.2089,Unknown,3,13,329.2489,[M-H2O-H]-,348.266445012,-0.0002961,3.272,Salicylic acids,ADFWQBGTDJIESE-UHFFFAOYSA-N,O=C(O)C=1C(O)=CC=CC1CCCCCCCCCCCCCCC,"HMDB=HMDB0029683,KNApSAcK=C00002635,ChEBI=CHEBI:2696,FooDB=FDB000869,LipidMAPS=LMPK15040002,UNPD=UNPD23121,BLEXP=BLEXPDB00000167551,COCONUT=CNP0159086",0.7369,0.7187,0.7346,3.2091,3.0797,3.1666,1.8964,1.8441,1.6381,1.215,1.2875,1.0829,0.8368,0.9864,0.7356,0.1896,0.2004,0.2178,0.1864,0.1776,0.1755,0.1396,0.1494,0.1432,0.2266,0.2712,0.2257,0.7074,0.7165,0.6647,0.8898,0.9639,0.9101,0.6164,0.6815,0.5605,0.2166,0.1308,0.1954,0.1332,0.1638,0.1519,0.7937,0.8235,0.7844,0.819,0.8133,0.8474,0.7993,57.48884:25 59.01422:99 195.14055:237 195.20709:12 208.09998:16 235.16809:21 257.46146:42 285.25909:297 286.96539:36 320.70255:25 328.16089:22 329.2485:870 329.29568:111
41,neg_10090,Simple ID,,1,neg,10090,6.278,821.68665,[M-H]-,generic,C50H94O8,UNPD72930,3.9618,3.9618,Unknown,3,68,821.6866,[M-H]-,822.694869968,0.0009935,2.462,Polyterpenoids,SAOYPUOWYBAYST-AHJYQMHTNA-N,OC(CCC(=CCCC(=CCCC(O)(C=C)C)C)C)C(O)(C)CCCC(O)(C)CCCC(O)(C)CCCC(O)(C)CCCC(O)(C)CCCC(O)(C)CCC=C(C)C,"UNPD=UNPD72930,NPA=NPA002983,COCONUT=CNP0199811",0.0165,0.0169,0.0163,0.0157,0.016,0.016,0.0011,9e-4,0.0013,0.0014,0.0012,0.0012,5e-4,4e-4,8e-4,0.0104,0.0073,0.0092,7e-4,7e-4,6e-4,0.0117,0,0,2e-4,5e-4,3e-4,2e-4,0,2e-4,0,3e-4,1e-4,6e-4,1e-4,6e-4,0,1e-4,2e-4,1e-4,4e-4,2e-4,0.0016,0.0017,0.0017,0.002,0.0015,0.0015,0.0015,52.22546:47 64.41927:26 66.71297:10 72.48164:31 77.33918:17 85.42286:14 112.98657:57 123.0265:15 123.27385:27 135.71852:20 146.55104:29 148.82767:34 153.57562:15 158.98061:25 167.6144:63 168.74968:26 171.9523:40 211.64925:18 224.72264:43 229.71712:48 240.32867:18 257.74033:21 258.82385:33 330.44409:29 335.68741:14 335.81476:28 355.32434:127 363.33197:207 371.18912:33 381.33661:408 381.76984:61 382.34552:33 384.70886:62 397.32986:1126 397.58328:24 397.67456:25 397.69427:17 398.02939:59 398.33896:54 407.55527:21 421.12451:22 423.18204:49 423.34634:1150 423.40009:46 423.42386:23 423.81058:37 424.00336:10 424.35229:12 425.31528:73 431.31296:58 482.54071:32 485.12479:18 570.10651:78 575.96558:21 631.63434:26 638.63538:26 669.591:22 696.19647:110 698.44385:74 701.47534:10 729.50629:85 754.41553:167 772.74792:19 775.47467:11 775.50385:10 777.28809:21 783.54327:92 821.59723:65
42,neg_10091,Unknown compound,,1,neg,10091,14.791,821.70197,[M-H]-,,,,,,,,,,,,,,,,,,0.0565,0.0542,0.0419,0.0459,0.0457,0.0444,0.0903,0.0697,0.0889,0.159,0.1571,0.1593,0.088,0.0893,0.0912,0.0328,0.036,0.0354,0.0308,0.0356,0.0428,0.011,0.0192,0.0441,0.0755,0.0679,0.0708,0.1942,0.1122,0.1831,0.2168,0.2252,0.2211,0.2835,0.2689,0.2851,0.1323,0.1247,0.1147,0.1162,0.1134,0.1105,0.0676,0.072,0.072,0.0675,0.0661,0.0663,0.0639,61.98796:127 147.39444:26 149.38344:23 207.06218:20 238.72169:38 250.68233:81 263.60388:31 303.32263:41 339.51379:86 363.47845:15 379.85229:133 533.36273:15 601.8772:36 653.79596:70 674.64844:65 711.82599:42 713.09674:12 717.59375:14 775.54248:17 779.8634:41 816.19061:42 821.7038:452 821.88043:54 822.05457:17
