cluster,selected_feature,annotation_result,annotation_warning,cluster.size,source,Alignment.ID,Average.Rt.min.,Average.Mz,Adduct.type,level,Formula,Structure,Total.score,Final.score,Title,MS1.count,MSMS.count,PRECURSORMZ,PRECURSORTYPE,Theoretical.mass,Mass.error,Formula.score,Ontology,InChIKey,SMILES,Links,NW3.1,NW3.2,NW15.1,NW3.3,NW15_P.1,NW15_P.2,NW3_P.1,NW15.2,NW3_P.2,NW15.3,NW15_P.3,NW15.4,NW15.5,NW15_P.4,NW3_P.3,NW3_P.4,NW3.4,NW15_P.5,NW3_P.5,NW3_P.6,NW3.5,Blank.1,Blank.2,Blank.3,QC.1,QC.2,QC.3,QC.4,QC.5,MS.MS.spectrum
163,neg_1547,Simple ID,,1,neg,1547,13.132,894.62183,[M-H]-,generic,C50H90NO10P,"PS(24:0/20:4(5Z,8Z,11Z,14Z))",4.4164,4.4164,Unknown,3,63,894.6218,[M-H]-,895.6302347,0.0011583,2.274,Phosphatidylserines,DRGXIRINEKTUDG-PXEDCGDJSA-N,O=C(OCC(OC(=O)CCCC=CCC=CCC=CCC=CCCCCC)COP(=O)(O)OCC(N)C(=O)O)CCCCCCCCCCCCCCCCCCCCCCC,HMDB=HMDB0112898,0.3283,0.2613,0.366,0.3692,0.4131,0.3498,0.4164,0.1925,0.3497,0.4504,0.3095,0.4029,0.3625,0.4036,0.2649,0.2513,0.4605,0.433,0.2384,0.4911,0.377,0,0,0,0.1427,0.4694,0.516,0.5355,0.4324,55.70199:15 59.01499:97 70.89616:15 73.29536:18 83.11644:23 84.94932:96 85.45982:15 127.31535:40 127.81416:33 133.46661:35 133.61511:64 205.1947:44 220.14954:15 223.41089:16 257.92969:23 283.23981:195 303.24048:212 305.59286:41 308.41321:152 328.26651:11 329.2486:262 330.37341:34 333.13962:38 337.26947:18 344.54367:42 351.30927:107 358.28174:184 365.45895:101 386.19174:21 391.02972:33 466.10281:13 471.28186:27 481.0603:78 496.33865:44 508.3338:72 518.77899:13 533.57666:21 604.966:232 658.97058:28 677.16888:62 788.83136:53 814.88159:33 815.06305:18 815.66132:34 817.04614:34 817.37402:29 820.58313:2486 820.68671:21 820.82599:20 820.99506:22 821.09363:21 821.39453:12 821.52417:23 821.58881:200 821.86511:52 822.59692:15 822.81854:23 823.49658:31 831.98541:41 835.54395:118 861.63989:33 880.45917:38 894.61743:13
164,neg_1553,Simple ID,Other possible annotated peaks for this cluster.,2,neg,1553,13.959,896.63788,[M-H]-,generic,C50H92NO10P,"PS(24:0/20:3(8Z,11Z,14Z))",5.3819,5.3819,Unknown,3,179,896.6379,[M-H]-,897.6458848,0.0007083,3.037,Phosphatidylserines,AMKLUWINGZWKNN-SFBXTYAHSA-N,O=C(OCC(OC(=O)CCCCCCC=CCC=CCC=CCCCCC)COP(=O)(O)OCC(N)C(=O)O)CCCCCCCCCCCCCCCCCCCCCCC,HMDB=HMDB0112897,0.3755,0.2718,0.2779,0.3164,0.2872,0.2913,0.3255,0.2245,0.2495,0.2778,0.2765,0.2318,0.2554,0.2792,0.3105,0.2887,0.3242,0.2754,0.3175,0.3209,0.3222,0,0,0.0233,0.3188,0.353,0.3881,0.4142,0.4028,56.16387:66 56.43363:18 61.57757:13 62.30898:25 67.92244:31 80.53902:21 83.84014:19 84.19276:96 84.66102:23 86.1228:103 87.6743:17 93.58329:54 98.69762:23 105.71154:12 108.23293:112 112.12268:17 114.80679:41 115.82233:51 119.50153:36 119.57003:19 123.46635:20 128.33246:44 130.98883:205 133.93307:120 146.35588:35 148.95749:26 158.52536:137 160.07144:88 167.1989:22 169.79286:21 178.8414:14 194.21346:83 194.46527:25 197.89241:37 222.06752:10 228.60994:26 239.55823:38 241.34845:39 244.54543:23 246.72833:11 248.76891:36 251.6685:118 255.11322:87 256.23581:58 259.00787:39 275.91666:12 283.26392:725 283.3136:14 283.53152:13 291.39838:14 294.547:50 305.24738:126 309.28003:50 311.7915:12 312.7861:14 330.76065:18 331.23364:79 331.26526:1512 331.33429:12 331.45856:63 331.53296:20 332.20175:22 332.26639:90 332.42337:44 332.60715:30 350.59238:33 352.40717:24 360.35709:26 372.371:100 373.25693:137 398.39688:18 405.35046:38 417.38873:15 424.25662:29 431.79437:165 432.60168:43 435.00632:27 449.6835:33 450.41232:90 450.44092:19 455.85834:39 461.15204:34 477.91379:21 480.88049:19 487.24634:126 508.34305:73 508.58438:91 509.34055:57 524.92999:67 529.29755:22 538.39813:31 538.94464:15 542.12878:30 560.30939:26 560.48969:59 569.50995:55 570.93732:33 572.23505:22 584.58368:160 595.26831:40 604.79913:67 620.92139:118 625.63098:21 631.70508:47 634.77502:28 637.52258:28 646.5722:10 648.48193:92 665.7937:18 672.49194:31 685.2428:97 686.77179:27 694.90216:20 699.2702:14 702.29657:27 708.3963:81 708.59772:21 732.90381:12 733.16296:41 734.32117:18 749.97211:73 764.71924:17 769.26459:26 781.75037:19 783.38385:22 794.15259:26 814.56689:100 815.20117:15 816.92743:22 817.08636:34 817.94763:62 821.47412:25 821.78253:31 822.20215:161 822.49939:18 822.60046:5206 822.73926:26 822.86676:70 822.93073:27 822.99683:57 823.03851:35 823.18091:16 823.23608:32 823.28766:15 823.39771:62 823.46912:61 823.54626:82 823.60199:809 823.71863:46 823.7666:40 823.80627:16 823.91205:17 824.06561:53 824.18494:24 824.23486:24 824.27521:20 824.32513:21 824.43488:24 824.57465:15 824.66156:27 825.19366:11 825.56299:12 825.65326:11 828.11945:13 828.81177:14 830.00293:39 832.68866:34 837.5603:55 843.43634:78 848.18542:20 857.0296:45 857.50464:15 881.70142:25 883.75635:24 886.12408:28 890.24652:11 892.40503:29 894.86414:63 896.6322:338
165,neg_1569,Unknown compound,,1,neg,1569,9.129,910.55823,[M-H]-,,,,,,,,,,,,,,,,,,0.0892,0.0827,0.0984,0.0884,0.0788,0.0906,0.086,0.0815,0.0766,0.0769,0.0699,0.0766,0.0794,0.0744,0.0821,0.1008,0.077,0.0765,0.074,0.0899,0.0959,0,0,0,0.1106,0.1016,0.0902,0.0923,0.0894,55.7071:29 69.65221:23 71.7799:17 72.23443:83 77.59155:12 82.46186:12 83.29311:75 84.43527:126 84.68341:82 87.81153:57 87.90904:26 90.33051:63 92.63405:25 95.40865:20 102.19805:62 115.17979:20 117.44282:67 122.39941:41 123.18853:25 123.78963:14 124.95023:18 126.57952:35 132.20134:88 132.89319:11 137.57544:160 140.47902:21 143.08662:107 144.60783:52 154.48872:34 165.5937:48 177.67697:18 178.47911:33 183.62109:53 185.29912:57 185.31284:27 186.93047:10 197.86813:54 198.26424:28 198.32658:264 212.38342:23 212.95427:23 216.68456:21 221.8725:101 221.89075:32 224.06795:99 227.38199:35 228.66258:16 237.61499:12 247.99112:36 248.23773:80 251.50278:80 251.52834:20 258.65656:34 270.99109:44 275.24847:34 280.21173:68 280.23157:24 281.48688:31 291.54797:97 291.93271:27 298.17648:54 301.2171:396 308.2251:27 310.66898:20 313.69681:214 318.83289:38 327.23538:58 336.60614:28 340.42978:98 361.48291:113 365.02924:46 365.53409:13 369.18469:45 378.58612:46 389.05133:29 396.58954:18 396.82999:113 400.8725:14 405.56735:14 416.92706:23 426.1795:18 440.77405:77 444.0549:41 454.97656:24 473.23709:19 480.55649:264 492.11328:24 499.14624:18 503.63562:32 510.47665:14 514.34753:18 528.05072:19 543.09167:10 553.18188:51 553.90961:19 573.44373:10 574.18188:24 577.18457:65 584.6394:37 599.95795:15 603.01929:43 607.61212:60 621.54919:56 624.51843:50 627.56219:31 634.06274:10 638.38953:33 638.8678:71 650.6969:25 650.87421:20 654.37964:35 678.57239:183 700.75256:76 718.84418:24 728.94867:20 733.26831:52 745.94153:37 762.87939:18 792.13422:76 817.33929:18 829.46765:71 830.3056:104 830.8855:37 836.52106:1801 836.59534:79 836.72119:18 837.01147:18 837.23889:17 837.34912:20 837.5282:198 837.79089:41 838.07288:38 838.67651:88 839.492:11 841.26538:12 846.98669:78 850.62622:11 851.49774:50 851.66077:83 854.13721:13 854.83453:14 862.53882:181 871.20605:33 873.7207:18 881.20563:15 886.75482:43 890.08026:35 894.4823:28 910.2326:92 910.41754:28 910.45917:22 910.55621:742 910.63623:17 910.69867:16 910.88702:33 910.92932:24
166,neg_663,Simple ID,Other possible annotated peaks for this cluster.,2,neg,663,8.671,519.34692,[M-H]-,generic,C34H48O4,"1alpha,25-dihydroxy-11-(4-hydroxymethylphenyl)-9,11-didehydrovitamin D3 / 1alpha,25-dihydroxy-11-(4-hydroxymethylphenyl)-9,11-didehydrocholecalciferol",4.333,4.333,Unknown,3,74,519.3469,[M-H]-,520.35526,0.0010836,2.313,Vitamin D and derivatives,UFIKGZOVLVNHIL-BBRCLGHWNA-N,OCC=1C=CC(=CC1)C2=CC(=CC=C3C(=C)C(O)CC(O)C3)C4CCC(C(C)CCCC(O)(C)C)C4(C)C2,LipidMAPS=LMST03020535,0.0953,0.0876,0.0991,0.1136,0.0632,0.0898,0.0749,0.0847,0.0829,0.0827,0.0483,0.0547,0.0736,0.1173,0.1796,0.1116,0.1283,0.0999,0.09,0.134,0.1364,0,0,0,0.0861,0.0818,0.0987,0.0907,0.1071,50.63366:34 52.47645:38 53.17285:181 53.19526:11 60.82482:82 61.06929:23 61.15624:14 64.77991:43 73.72604:35 75.99035:168 76.01633:10 77.07098:12 86.54631:76 91.02186:72 91.03875:14 96.91754:14 96.95827:64 101.90013:66 106.21864:37 108.75386:152 108.78384:18 120.39981:36 120.43029:27 121.41509:25 123.4043:49 134.67384:36 154.42784:15 159.08502:1555 159.32538:26 160.08546:580 160.14217:12 160.24776:10 160.37544:15 161.08728:121 174.97311:117 189.57181:35 192.84814:35 207.72237:37 209.52884:22 209.92961:124 209.97182:12 220.86531:16 226.11052:88 229.62515:37 235.10384:78 239.34901:42 257.22684:146 265.66791:80 272.02295:13 275.08606:71 280.67496:47 282.04678:14 290.34305:19 317.77188:89 335.59293:25 336.26791:34 339.78915:19 339.85965:21 345.79337:42 350.75287:79 357.46475:50 387.96921:46 403.68677:13 420.7489:12 430.37753:14 435.71265:24 448.50433:24 459.32333:1304 459.42737:21 460.33533:49 461.15732:61 482.349:27 498.73462:13 503.2482:166
167,neg_1605,Simple ID,,2,neg,1605,8.763,951.57452,[M+Cl]-,generic,C49H89O13P,"PI(22:0/18:3(6Z,9Z,12Z))",3.6993,3.6993,Unknown,3,94,951.5745,[M+Cl]-,916.6040795,-0.0010192,1.745,Phosphatidylinositols,BKJHUJYEZGSWMG-HICYEBGVNA-N,O=C(OCC(OC(=O)CCCCC=CCC=CCC=CCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O)CCCCCCCCCCCCCCCCCCCCC,LipidMAPS=LMGP06010680,0.6233,0.4394,0.5734,0.6241,0.4593,0.5294,0.5356,0.4358,0.4058,0.5078,0.5582,0.3713,0.5386,0.5514,0.6122,0.4893,0.472,0.6246,0.4759,0.6305,0.5255,0.2062,0.2399,0.1343,0.2471,0.2333,0.2965,0.3244,0.3404,51.01848:56 52.75951:224 54.08996:18 59.29898:81 64.07755:69 66.50967:18 81.00813:23 84.87673:60 87.16447:72 95.34689:20 96.18367:28 111.99826:34 112.84952:56 124.06255:21 141.58595:24 153.27589:72 156.99634:17 157.60226:13 181.43159:16 189.54851:20 191.91737:73 216.53027:24 239.59688:18 251.2422:95 253.04689:146 273.57245:37 277.73151:134 299.66251:22 335.83026:35 340.15723:88 359.3291:80 376.74365:35 384.41461:79 390.92752:59 398.7749:34 399.39059:12 403.5481:19 403.94473:46 407.50964:11 418.42184:14 451.97919:26 474.53964:24 480.2757:22 537.08386:25 550.03387:27 553.82086:27 588.42334:60 607.39862:21 624.22418:29 632.32739:136 651.21814:64 659.2478:72 664.57593:37 667.10504:23 675.99182:74 699.18097:16 733.69135:16 734.45038:120 739.99365:21 749.23041:26 788.78369:48 806.49536:43 819.51361:28 833.37616:95 838.93994:29 870.97681:49 871.28247:23 876.80713:18 899.10553:63 901.63177:118 913.58832:53 913.74261:43 915.51453:103 915.59778:1338 915.83661:34 915.92157:40 916.0451:22 916.0943:17 916.16296:47 916.47827:13 916.60223:114 916.65228:62 916.73145:31 917.302:16 917.34363:12 917.48541:33 945.18384:18 946.15509:26 951.5025:58 951.57507:3456 951.76636:31 951.90497:15 951.94885:15 952.00623:23
168,neg_216,Simple ID,Other possible annotated peaks for this cluster.,9,neg,216,6.249,283.26697,[M-H]-,generic,Spectral DB search,FA 18:0,8.75,8.75,Unknown,3,27,283.267,[M-H]-,-1,0,5,FA,QIQXTHQIDYTFRH-UHFFFAOYSA-N,O=C(O)CCCCCCCCCCCCCCCCC,,111.8812,104.1913,106.344,106.9668,110.2388,103.9572,107.209,101.9458,94.1342,103.7868,98.4829,89.6721,109.9674,109.2936,108.8493,105.8397,104.2735,111.6195,104.9745,116.1657,105.4802,32.3817,47.639,40.853,87.2427,87.6075,93.4984,89.0406,90.5415,64.88393:65 127.33917:23 131.96939:59 157.16576:11 202.15947:37 265.25494:27 281.42148:62 281.45135:54 281.55753:10 281.58051:13 281.69708:34 281.82178:40 281.99503:10 282.02979:39 282.09189:40 282.22272:126 283.26456:34925 283.46844:110 283.52383:197 283.56161:103 283.59232:66 283.61703:35 283.65027:68 283.67133:63 283.69446:20 283.72235:94 283.75903:58
169,neg_159,Simple ID,,1,neg,159,3.033,253.21744,[M-H]-,generic,Spectral DB search,FA 16:1,8.6198,8.6198,Unknown,3,32,253.2174,[M-H]-,-1,0,5,FA,SECPZKHBENQXJG-UHFFFAOYSA-N,O=C(O)CCCCCCCC=CCCCCCC,,2.1815,1.9625,1.8272,1.9071,2.0599,1.8049,1.7251,1.7053,1.6747,1.7444,1.913,1.3398,1.5802,1.3392,1.9312,2.6899,1.9631,1.8703,1.9867,2.137,1.8171,0.5557,0.653,0.5763,1.5317,1.6383,1.6219,1.795,1.68,52.97912:79 59.53435:18 86.32287:12 86.83708:25 87.37833:121 87.40475:11 92.39373:12 108.97073:56 135.43385:10 142.48358:44 164.15707:37 168.14436:19 174.32047:85 178.62935:135 184.40668:43 185.83125:19 193.93939:46 196.07463:218 214.13895:53 221.66391:54 235.39729:22 246.31354:51 248.41333:13 251.63882:11 251.78265:23 253.21747:2391 253.30435:12 253.36836:19 253.3902:11 253.4731:35 253.52846:26 253.65027:36
170,pos_124,Unknown compound,,6,pos,124,1.11,165.04794,[M+K]+,,,,,,,,,,,,,,,,,,0.524,0.8715,0.8407,0.6107,0.8289,0.4157,1.0629,1.1388,0.704,0.6454,1.2569,0.5935,0.9242,1.1179,0.6137,0.735,0.6417,0.8408,0.952,0.8172,0.7384,0,0,0,0.9222,0.8953,0.9626,0.7267,0.883,51.0235:126 106.06588:278 107.07243:492 131.05988:234 131.12186:42 132.06891:471 132.0975:63 133.07422:270 133.20786:11 150.02478:400 150.06497:18 164.04659:45 165.04826:6278 165.24655:29 165.29718:28 165.43875:30 165.45663:17
171,neg_339,Unknown compound,,5,neg,339,1.348,351.07498,[M+Cl]-,,,,,,,,,,,,,,,,,,1.5091,0.992,1.3962,1.2138,1.4087,0.885,1.5636,1.4882,1.3102,1.3508,1.6143,0.7981,1.3411,1.6025,1.1924,1.2577,0.8466,1.6873,1.1157,1.0717,1.3378,0.6763,0.3779,0.2273,0.9767,0.9563,1.0237,0.9428,0.9818,53.45309:50 71.05035:218 71.0731:12 90.30402:17 101.5779:19 107.1853:60 107.81772:15 131.0607:61 147.2531:24 163.03354:3103 163.08026:55 163.26353:47 163.29706:12 163.36519:41 163.42044:30 163.68108:61 163.89871:13 179.03784:156 184.06657:25 187.03195:87 188.03055:285 188.59288:57 189.03227:145 189.05075:71 230.1051:31 237.49744:43 273.21017:23 282.27563:75 288.85306:37 293.40753:28 314.78137:45 318.6347:24 320.54846:10 325.10715:13
172,neg_1613,Unknown compound,,1,neg,1613,7.752,967.56836,[M-H]-,,,,,,,,,,,,,,,,,,0.147,0.1126,0.1241,0.0892,0.1164,0.1157,0.118,0.1164,0.0908,0.1424,0.1608,0.1087,0.1458,0.1195,0.135,0.1323,0.1089,0.1441,0.1274,0.1235,0.1284,0,0,0.0566,0.0875,0.0963,0.0988,0.0871,0.0816,52.53068:21 54.94074:75 55.69042:28 56.46866:16 56.57301:61 56.87944:14 58.29406:11 58.81708:27 68.72421:70 70.2906:25 71.503:50 73.94226:32 76.20381:47 96.37635:100 101.71047:35 104.76155:29 119.22295:23 141.29202:22 153.80482:13 155.01132:16 159.40411:23 165.67375:25 166.52509:13 166.94687:26 167.82355:29 176.61716:57 189.93289:23 191.99599:27 210.44846:40 213.20723:13 221.99969:32 225.40469:48 236.03018:100 252.43715:52 253.58365:26 256.24112:31 264.07812:15 277.29767:26 280.58936:28 283.02939:41 326.58698:42 336.61194:25 353.43494:10 367.45529:67 385.97281:26 387.99658:19 401.73212:31 409.92505:100 412.70367:92 412.72733:30 416.97812:19 427.4549:52 432.73114:16 433.54492:24 442.04251:19 442.67847:31 448.70062:12 471.05554:259 482.55161:15 525.98358:30 527.6748:45 557.9903:58 578.40302:52 592.89642:111 609.53857:45 611.85834:12 633.01727:14 643.01501:24 646.2533:15 654.88782:48 655.42493:295 655.66003:51 691.5246:11 698.5343:36 701.20209:137 702.37018:29 709.90662:13 716.81323:46 736.10144:84 736.21454:34 748.72498:27 749.01984:39 780.23425:22 806.97394:237 807.99316:27 808.83929:12 817.48779:107 817.55164:16 835.80084:22 867.15753:38 877.22705:52 889.95538:19 924.0932:29 931.56299:29 955.10272:179 955.17615:10 955.79327:32 960.89355:45 961.30493:40 967.49884:97 967.56812:1405 967.6955:16 967.95844:32
173,neg_1631,Unknown compound,,1,neg,1631,8.385,987.6189,[M-H]-,,,,,,,,,,,,,,,,,,0.1472,0.112,0.1115,0.1212,0.0901,0.104,0.1071,0.0868,0.095,0.1052,0.1335,0.1041,0.1309,0.099,0.0706,0.0909,0.129,0.1102,0.0822,0.1392,0.1357,0.1552,0.1177,0.1535,0.081,0.0693,0.0922,0.1032,0.0738,55.04662:13 65.2485:19 65.98578:54 69.14245:51 70.47557:50 70.70641:21 71.3914:32 73.48337:106 74.64365:26 76.19191:11 89.74972:57 101.79582:216 104.67078:86 105.73654:59 108.19787:79 111.98296:14 115.03041:17 115.39221:43 116.03832:255 119.24482:48 127.9594:32 129.38229:23 129.43446:58 129.5528:13 143.86444:18 153.95084:22 156.60931:19 161.1338:20 166.16176:36 167.5:25 167.99648:46 173.23138:22 178.23305:28 188.60521:110 188.62624:18 191.67398:15 193.68861:22 221.73169:154 222.20441:40 237.45973:29 240.51302:24 240.86804:95 259.99411:24 274.81522:35 279.05457:13 292.31299:32 302.22452:42 310.93881:27 312.3009:20 314.73004:24 335.03293:77 335.57361:19 336.44144:89 339.58548:26 342.89105:19 349.16241:12 350.30148:16 353.51535:92 380.07178:13 389.20337:15 395.56573:110 398.02432:257 398.08044:16 398.26517:11 402.14526:36 415.22089:24 435.25775:24 450.46198:60 450.49454:10 450.89203:77 453.58029:40 466.48605:35 474.84192:16 493.27188:50 498.12198:12 513.67841:23 518.83557:31 519.83557:159 521.07849:98 521.99884:26 522.65076:168 525.55682:27 545.89044:17 574.49054:73 597.68896:32 609.89441:56 624.34155:124 624.40649:10 624.85822:20 657.8891:50 657.91699:16 657.9787:25 658.60992:151 660.43347:32 661.1571:24 666.44043:17 680.94537:16 688.2384:151 689.62646:30 689.93127:19 698.36139:46 703.38818:66 715.13855:35 726.90948:24 767.55023:15 768.36157:23 781.82904:42 801.04224:49 823.9173:45 843.54633:12 846.66876:13 853.97748:41 860.55017:65 925.1698:44 969.61621:143 987.39258:39 987.52277:20 987.62036:786 987.73682:17 987.80682:19 987.93793:22 988.03436:10
174,neg_1650,Unknown compound,,1,neg,1650,12.97,1017.21936,[M+K-2H]-,,,,,,,,,,,,,,,,,,0.0079,0,0.0077,0.0065,0.0038,0.002,0.0026,0.0023,0.0025,0.0061,0.0077,0.0032,0.0021,0.0085,0.003,0.0061,0.0042,0.0095,0.0031,0.0063,0.0042,1.6157,2.0836,2.781,0.0503,0.0815,0.095,0.1017,0.1096,52.56055:16 55.76269:12 66.82353:43 66.89244:97 68.99451:30 70.99506:14 72.79572:39 77.869:19 80.32016:27 80.45728:20 83.14796:12 84.69567:49 87.50017:19 99.02203:55 107.96752:128 117.10407:62 126.99321:30 127.244:35 142.29651:24 148.70363:53 154.61835:23 160.37282:26 165.03841:176 177.80194:119 179.7662:79 193.74229:56 194.55711:40 206.92087:155 208.46951:128 215.85808:71 217.75252:12 230.37286:10 235.71667:71 245.11621:20 263.15869:77 274.49194:40 274.63538:19 275.78568:21 293.59665:21 296.5939:20 300.84793:176 310.15964:15 316.08264:34 327.19592:24 336.66711:30 342.83383:52 351.78436:91 352.08313:39 353.47635:23 369.2637:36 387.85138:76 394.79657:35 405.07523:25 421.69101:20 423.5343:73 425.05765:23 428.77777:58 433.74994:12 442.43661:13 448.54755:36 454.62601:43 457.90283:64 460.5293:40 461.10181:40 461.55176:45 483.57523:110 498.38403:104 505.5351:78 518.79395:28 520.1817:34 525.3432:19 527.00391:35 543.64972:28 552.18805:24 552.20868:14 573.22845:88 581.61841:35 610.53522:44 611.34204:118 681.55743:168 685.21411:48 687.19019:38 696.83551:43 725.42804:33 729.82648:25 774.93243:44 791.32202:87 809.31012:18 812.15881:19 813.29486:177 815.90332:15 819.10565:15 821.46802:15 866.78888:79 866.82983:20 877.82397:81 880.57611:90 903.31824:16 918.37073:12 919.67694:56 938.7923:20 943.11365:12 948.42059:12 955.74005:43 958.04016:69 986.95587:20 987.83722:25 999.61511:96 999.65924:37 1003.65582:213 1016.00421:53 1016.22479:49 1016.59436:42 1016.677:49 1017.22156:456 1017.65186:24
175,neg_1676,Unknown compound,,1,neg,1676,14.015,1089.24231,[M-H]-,,,,,,,,,,,,,,,,,,0.0181,0.0103,0.0231,0.0217,0.017,0.0135,0.0267,0.0093,0.0094,0.0256,0.0226,0.0074,0.0239,0.0252,0.0224,0.0205,0.0177,0.0359,0.016,0.0204,0.0199,0.7041,1.8791,1.9028,0.1896,0.2431,0.3742,0.3764,0.379,56.41946:23 60.45205:20 62.75986:29 66.64167:79 72.62468:35 78.20459:23 80.96718:14 98.19808:55 98.298:34 101.84203:37 122.61076:49 128.79295:49 138.33473:61 142.84134:35 143.79001:14 148.53291:14 151.50104:30 151.64635:177 161.14606:53 162.73502:17 164.66498:21 166.04144:174 178.36345:16 179.54514:52 181.13126:25 192.15575:50 232.02295:161 236.41142:27 261.61066:35 262.33707:64 267.80829:38 269.96832:28 271.13461:13 276.84863:27 304.76294:20 313.6539:22 318.1821:33 318.3309:21 331.65118:21 332.10706:10 335.86737:30 341.99561:70 347.79361:30 371.41248:12 371.47287:44 372.08444:74 377.88431:16 386.33887:115 391.62595:23 409.36356:22 426.40045:14 434.53491:35 435.99942:11 449.17487:56 465.99619:60 467.01306:16 476.97269:48 483.9838:80 506.19882:35 513.44952:58 572.98474:22 576.98651:65 589.67609:119 601.83362:15 606.80627:32 620.43829:32 628.92169:86 629.75049:20 721.20593:66 724.58734:53 738.91571:10 744.43414:59 807.22174:53 866.13635:56 869.08459:37 921.10681:20 923.72113:33 970.30847:40 980.83801:13 990.19366:19 999.02423:10 1005.55988:20 1009.65729:13 1040.36145:74 1081.68628:38 1082.73926:26 1083.50415:24 1085.09509:35 1089.16321:22 1089.24194:1091 1089.45007:19 1089.49585:50 1089.6106:15
176,neg_169,Simple ID,,1,neg,169,3.982,255.23334,[M-H]-,generic,Spectral DB search,FA 16:0,8.6668,8.6668,Unknown,3,21,255.2333,[M-H]-,-1,0,5,FA,IPCSVZSSVZVIGE-UHFFFAOYSA-N,O=C(O)CCCCCCCCCCCCCCC,,13.9469,15.4195,10.723,7.6803,3.1463,4.8831,11.685,7.0046,8.1118,13.1847,12.0811,4.3728,14.6994,9.136,16.0522,7.1451,20.0229,6.7648,9.5126,8.2017,6.5177,31.204,33.3147,28.114,4.7056,6.9168,7.435,6.6281,7.1872,52.41805:21 52.5011:78 59.62882:14 60.99714:97 61.01299:13 70.93214:23 74.06904:255 89.68212:29 107.99944:48 123.09644:22 133.40501:15 182.35138:24 194.4908:66 204.61829:19 236.84648:12 253.63359:26 255.23404:1809 255.29692:13 255.33032:10 255.45799:29 255.50684:30
177,neg_894,Simple ID,,2,neg,894,10.495,655.52905,[M-H]-,generic,C42H72O5,DG(18:2n6/0:0/20:3n6),3.7661,3.7661,Unknown,3,87,655.5291,[M-H]-,656.5379754,0.001599,1.786,Other hydroxyeicosapolyenoic acids,BIRQGYJWMZBAPU-UHFQHTOZSA-N,O=C(OCC(O)COC(=O)CCCCCCCC=CCC=CCCCCCC)CCCCCCC=CCC=CCC=CCCCCC,HMDB=HMDB0056285,0.1285,0.0908,0.1471,0.1322,0.1147,0.1665,0.1403,0.1147,0.103,0.137,0.107,0.1293,0.1586,0.1144,0.123,0.1275,0.1337,0.1274,0.1314,0.1402,0.1377,0,0,0,0.1231,0.1315,0.1343,0.1254,0.1238,52.57109:133 58.14215:50 58.18983:31 66.37854:18 68.83466:20 69.52564:133 75.80119:47 77.3196:86 77.83649:19 92.21279:58 95.34669:48 106.08244:30 106.24353:32 111.62631:19 115.81284:78 133.13577:19 135.65672:46 137.74861:88 143.39108:73 145.64607:14 164.7625:26 169.32642:30 176.88501:10 189.75024:92 193.6225:30 204.40349:12 215.26765:18 219.21648:11 220.7845:30 221.29631:24 222.91249:66 226.75829:13 228.39418:12 241.22391:175 246.56517:30 247.16785:34 269.901:133 275.52451:20 297.71042:16 297.98489:13 303.98785:50 304.26321:50 308.40588:19 308.9028:17 310.41684:33 322.69171:53 323.31012:27 347.21582:28 347.24319:84 363.70135:85 377.21106:61 379.85156:27 380.17001:17 397.06967:75 414.272:132 416.94382:33 424.32776:13 434.48544:22 437.5387:14 449.60818:15 459.88153:59 467.13925:31 468.21408:33 471.78571:22 474.50751:198 476.22302:20 493.02255:21 528.26233:18 531.86688:36 533.51093:37 547.26208:20 547.79974:20 555.10742:45 595.37524:138 596.37848:42 606.41028:33 609.73639:21 637.29895:134 640.01672:20 644.04364:60 651.98602:36 655.31122:81 655.4234:107 655.46045:60 655.53015:1863 655.7594:49 655.89313:49
178,neg_1691,Unknown compound,,1,neg,1691,15.101,1163.2605,[M-H]-,,,,,,,,,,,,,,,,,,0.0237,0.0227,0.0375,0.0289,0.0217,0.0251,0.0286,0.0155,0.0185,0.0369,0.0231,0.0226,0.0299,0.0198,0.0313,0.0417,0.0401,0.0505,0.0176,0.0332,0.0214,0.8163,1.3489,1.5654,0.4887,0.5641,0.6605,0.6876,0.6687,51.05022:28 54.53156:13 58.1237:57 84.72491:49 117.09361:28 128.47803:43 131.1958:19 166.30952:23 167.95317:80 169.34036:11 207.63861:91 239.05569:187 240.7758:36 254.74139:10 313.06851:92 319.88382:154 320.49564:94 323.84854:17 493.20023:72 527.0614:81 553.39893:28 559.98846:85 649.78986:13 682.37048:55 686.66675:114 695.63763:20 765.34644:27 782.59149:21 1030.83459:37 1066.79736:38 1099.57129:32 1132.66028:61 1136.79333:48 1153.54834:113 1155.04333:69 1163.26111:1239 1163.37439:12 1163.43164:16 1163.65686:55
